event_id,matchup,home_team,away_team,commence_time,player_name,prop_type,bookmaker,bet_type,line_value,odds_price,last_update,retrieved_at
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,2.5,-1000,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,3.5,-360,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,4.5,-165,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,5.5,120,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,6.5,225,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,7.5,425,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,8.5,750,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,9.5,1400,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_assists_alternate,DraftKings,Over,10.5,2800,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_points_alternate,DraftKings,Over,5.5,-575,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_points_alternate,DraftKings,Over,7.5,-245,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_points_alternate,DraftKings,Over,9.5,-125,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_points_alternate,DraftKings,Over,11.5,150,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_points_alternate,DraftKings,Over,14.5,360,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_points_alternate,DraftKings,Over,17.5,850,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_points_alternate,DraftKings,Over,19.5,1500,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_rebounds_alternate,DraftKings,Over,2.5,-290,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_rebounds_alternate,DraftKings,Over,3.5,-120,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_rebounds_alternate,DraftKings,Over,4.5,180,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_rebounds_alternate,DraftKings,Over,5.5,370,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_rebounds_alternate,DraftKings,Over,6.5,750,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_rebounds_alternate,DraftKings,Over,7.5,1600,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_threes_alternate,DraftKings,Over,0.5,-235,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_threes_alternate,DraftKings,Over,1.5,190,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_threes_alternate,DraftKings,Over,2.5,650,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Natasha Cloud,player_threes_alternate,DraftKings,Over,3.5,2200,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_assists_alternate,DraftKings,Over,2.5,-800,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_assists_alternate,DraftKings,Over,3.5,-310,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_assists_alternate,DraftKings,Over,4.5,-145,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_assists_alternate,DraftKings,Over,5.5,140,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_assists_alternate,DraftKings,Over,6.5,280,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_assists_alternate,DraftKings,Over,7.5,500,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_assists_alternate,DraftKings,Over,8.5,950,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_assists_alternate,DraftKings,Over,9.5,1800,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,9.5,-1800,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,11.5,-750,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,14.5,-310,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,17.5,-150,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,18.5,-120,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,19.5,105,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,24.5,310,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,29.5,900,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_points_alternate,DraftKings,Over,34.5,2800,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_rebounds_alternate,DraftKings,Over,2.5,-900,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_rebounds_alternate,DraftKings,Over,3.5,-330,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
21332409e39c31858f3b48e5490f1ab1,Chicago Sky @ New York Liberty,New York Liberty,Chicago Sky,2025-08-21T23:00:00Z,Sabrina Ionescu,player_rebounds_alternate,DraftKings,Over,4.5,-150,2025-08-21T22:37:48Z,2025-08-21T15:39:26.914351
