"player","team","stat","threshold","threshold_label","probability","probability_percent","american_odds","under_probability","under_probability_percent","under_american_odds"
Kiki Iriafen,WAS,PR,2,"2+",0.9999,99.99,-999900,0.0001,0.01,999900
Angel Reese,CHI,PR,3,"3+",0.9999,99.99,-999900,0.0001,0.01,999900
Sabrina Ionescu,NYL,PRA,1,"1+",0.9999,99.99,-999900,0.0001,0.01,999900
A'ja Wilson,LVA,PRA,8,"8+",0.9999,99.99,-999900,0.0001,0.01,999900
A'ja Wilson,LVA,PR,8,"8+",0.9999,99.99,-999900,0.0001,0.01,999900
A'ja Wilson,LVA,PRA,7,"7+",0.9999,99.99,-999900,0.0001,0.01,999900
A'ja Wilson,LVA,PRA,6,"6+",0.9999,99.99,-999900,0.0001,0.01,999900
Emma Meesseman,NYL,PRA,2,"2+",0.9999,99.99,-999900,0.0001,0.01,999900
Kiki Iriafen,WAS,PRA,3,"3+",0.9999,99.99,-999900,0.0001,0.01,999900
Kiki Iriafen,WAS,PA,1,"1+",0.9999,99.99,-999900,0.0001,0.01,999900
A'ja Wilson,LVA,PRA,9,"9+",0.9999,99.99,-999900,0.0001,0.01,999900
Allisha Gray,ATL,PRA,1,"1+",0.9999,99.99,-999900,0.0001,0.01,999900
Emma Meesseman,NYL,PR,2,"2+",0.9999,99.99,-999900,0.0001,0.01,999900
Angel Reese,CHI,PRA,3,"3+",0.9999,99.99,-999900,0.0001,0.01,999900
Angel Reese,CHI,PRA,4,"4+",0.9999,99.99,-999900,0.0001,0.01,999900
Brionna Jones,ATL,PRA,1,"1+",0.9999,99.99,-999900,0.0001,0.01,999900
Sabrina Ionescu,NYL,PRA,2,"2+",0.9998,99.98,-499900,0.0002,0.02,499900
Kiki Iriafen,WAS,PR,3,"3+",0.9998,99.98,-499900,0.0002,0.02,499900
Alyssa Thomas,PHX,PR,4,"4+",0.9998,99.98,-499900,0.0002,0.02,499900
Allisha Gray,ATL,PR,1,"1+",0.9998,99.98,-499900,0.0002,0.02,499900
Angel Reese,CHI,PRA,5,"5+",0.9998,99.98,-499900,0.0002,0.02,499900
A'ja Wilson,LVA,PR,9,"9+",0.9998,99.98,-499900,0.0002,0.02,499900
Alyssa Thomas,PHX,Points,2,"2+",0.9998,99.98,-499900,0.0002,0.02,499900
A'ja Wilson,LVA,PR,10,"10+",0.9998,99.98,-499900,0.0002,0.02,499900
Napheesa Collier,MIN,PR,1,"1+",0.9998,99.98,-499900,0.0002,0.02,499900
Angel Reese,CHI,Rebounds,1,"1+",0.9998,99.98,-499900,0.0002,0.02,499900
Alyssa Thomas,PHX,PA,3,"3+",0.9998,99.98,-499900,0.0002,0.02,499900
Napheesa Collier,MIN,PRA,2,"2+",0.9998,99.98,-499900,0.0002,0.02,499900
Kiki Iriafen,WAS,PRA,4,"4+",0.9998,99.98,-499900,0.0002,0.02,499900
Alyssa Thomas,PHX,RA,1,"1+",0.9998,99.98,-499900,0.0002,0.02,499900
Kiki Iriafen,WAS,RA,1,"1+",0.9998,99.98,-499900,0.0002,0.02,499900
Emma Meesseman,NYL,Points,2,"2+",0.9998,99.98,-499900,0.0002,0.02,499900
A'ja Wilson,LVA,PRA,10,"10+",0.9997,99.97,-333233,0.0003,0.03,333233
Alyssa Thomas,PHX,PR,5,"5+",0.9997,99.97,-333233,0.0003,0.03,333233
Emma Meesseman,NYL,PRA,3,"3+",0.9997,99.97,-333233,0.0003,0.03,333233
Angel Reese,CHI,PR,4,"4+",0.9997,99.97,-333233,0.0003,0.03,333233
Jonquel Jones,NYL,PR,1,"1+",0.9997,99.97,-333233,0.0003,0.03,333233
Napheesa Collier,MIN,PA,1,"1+",0.9997,99.97,-333233,0.0003,0.03,333233
Alyssa Thomas,PHX,PRA,7,"7+",0.9997,99.97,-333233,0.0003,0.03,333233
Napheesa Collier,MIN,Points,1,"1+",0.9997,99.97,-333233,0.0003,0.03,333233
A'ja Wilson,LVA,RA,1,"1+",0.9997,99.97,-333233,0.0003,0.03,333233
Angel Reese,CHI,Points,1,"1+",0.9996,99.96,-249900,0.0004,0.04,249900
A'ja Wilson,LVA,Rebounds,4,"4+",0.9996,99.96,-249900,0.0004,0.04,249900
Alyssa Thomas,PHX,PRA,8,"8+",0.9996,99.96,-249900,0.0004,0.04,249900
Jonquel Jones,NYL,PRA,4,"4+",0.9996,99.96,-249900,0.0004,0.04,249900
Sabrina Ionescu,NYL,PRA,3,"3+",0.9996,99.96,-249900,0.0004,0.04,249900
Alyssa Thomas,PHX,PR,6,"6+",0.9996,99.96,-249900,0.0004,0.04,249900
Kiki Iriafen,WAS,PRA,5,"5+",0.9996,99.96,-249900,0.0004,0.04,249900
Angel Reese,CHI,PRA,6,"6+",0.9996,99.96,-249900,0.0004,0.04,249900
Brionna Jones,ATL,PRA,2,"2+",0.9995,99.95,-199900,0.0005,0.05,199900
A'ja Wilson,LVA,PRA,11,"11+",0.9995,99.95,-199900,0.0005,0.05,199900
Allisha Gray,ATL,PRA,2,"2+",0.9995,99.95,-199900,0.0005,0.05,199900
Brionna Jones,ATL,PR,1,"1+",0.9995,99.95,-199900,0.0005,0.05,199900
A'ja Wilson,LVA,PR,11,"11+",0.9995,99.95,-199900,0.0005,0.05,199900
Emma Meesseman,NYL,PRA,4,"4+",0.9995,99.95,-199900,0.0005,0.05,199900
Emma Meesseman,NYL,PA,3,"3+",0.9995,99.95,-199900,0.0005,0.05,199900
A'ja Wilson,LVA,RA,2,"2+",0.9995,99.95,-199900,0.0005,0.05,199900
Shakira Austin,WAS,PR,1,"1+",0.9995,99.95,-199900,0.0005,0.05,199900
Alyssa Thomas,PHX,PA,4,"4+",0.9995,99.95,-199900,0.0005,0.05,199900
Emma Meesseman,NYL,PR,3,"3+",0.9995,99.95,-199900,0.0005,0.05,199900
Angel Reese,CHI,PA,1,"1+",0.9995,99.95,-199900,0.0005,0.05,199900
Kiki Iriafen,WAS,PRA,6,"6+",0.9995,99.95,-199900,0.0005,0.05,199900
Jonquel Jones,NYL,PA,1,"1+",0.9995,99.95,-199900,0.0005,0.05,199900
A'ja Wilson,LVA,PR,12,"12+",0.9994,99.94,-166567,0.0006,0.06,166567
Sabrina Ionescu,NYL,PR,1,"1+",0.9994,99.94,-166567,0.0006,0.06,166567
Angel Reese,CHI,RA,1,"1+",0.9994,99.94,-166567,0.0006,0.06,166567
Jackie Young,LVA,PRA,1,"1+",0.9994,99.94,-166567,0.0006,0.06,166567
Allisha Gray,ATL,PRA,3,"3+",0.9994,99.94,-166567,0.0006,0.06,166567
Jackie Young,LVA,PRA,2,"2+",0.9994,99.94,-166567,0.0006,0.06,166567
Shakira Austin,WAS,PRA,1,"1+",0.9994,99.94,-166567,0.0006,0.06,166567
Sabrina Ionescu,NYL,PA,1,"1+",0.9994,99.94,-166567,0.0006,0.06,166567
Alyssa Thomas,PHX,PRA,9,"9+",0.9994,99.94,-166567,0.0006,0.06,166567
Kiki Iriafen,WAS,PA,2,"2+",0.9994,99.94,-166567,0.0006,0.06,166567
Emma Meesseman,NYL,PRA,5,"5+",0.9993,99.93,-142757,0.0007,0.07,142757
A'ja Wilson,LVA,Points,1,"1+",0.9993,99.93,-142757,0.0007,0.07,142757
Jonquel Jones,NYL,PRA,5,"5+",0.9993,99.93,-142757,0.0007,0.07,142757
Alyssa Thomas,PHX,Points,3,"3+",0.9993,99.93,-142757,0.0007,0.07,142757
Alyssa Thomas,PHX,PRA,10,"10+",0.9993,99.93,-142757,0.0007,0.07,142757
Napheesa Collier,MIN,PR,2,"2+",0.9993,99.93,-142757,0.0007,0.07,142757
A'ja Wilson,LVA,PRA,12,"12+",0.9993,99.93,-142757,0.0007,0.07,142757
Sabrina Ionescu,NYL,PA,2,"2+",0.9993,99.93,-142757,0.0007,0.07,142757
Napheesa Collier,MIN,PA,2,"2+",0.9993,99.93,-142757,0.0007,0.07,142757
Brionna Jones,ATL,PR,2,"2+",0.9993,99.93,-142757,0.0007,0.07,142757
Angel Reese,CHI,PR,5,"5+",0.9993,99.93,-142757,0.0007,0.07,142757
Kiki Iriafen,WAS,PR,4,"4+",0.9993,99.93,-142757,0.0007,0.07,142757
Allisha Gray,ATL,PA,1,"1+",0.9993,99.93,-142757,0.0007,0.07,142757
Kiki Iriafen,WAS,PRA,7,"7+",0.9993,99.93,-142757,0.0007,0.07,142757
Jonquel Jones,NYL,PR,2,"2+",0.9993,99.93,-142757,0.0007,0.07,142757
Sabrina Ionescu,NYL,PR,2,"2+",0.9992,99.92,-124900,0.0008,0.08,124900
Kiki Iriafen,WAS,Points,1,"1+",0.9992,99.92,-124900,0.0008,0.08,124900
Kamilla Cardoso,CHI,PRA,1,"1+",0.9992,99.92,-124900,0.0008,0.08,124900
Emma Meesseman,NYL,PR,4,"4+",0.9992,99.92,-124900,0.0008,0.08,124900
Alyssa Thomas,PHX,PRA,11,"11+",0.9992,99.92,-124900,0.0008,0.08,124900
Allisha Gray,ATL,PR,2,"2+",0.9992,99.92,-124900,0.0008,0.08,124900
A'ja Wilson,LVA,PR,13,"13+",0.9992,99.92,-124900,0.0008,0.08,124900
Napheesa Collier,MIN,PRA,3,"3+",0.9992,99.92,-124900,0.0008,0.08,124900
Jackie Young,LVA,PRA,3,"3+",0.9992,99.92,-124900,0.0008,0.08,124900
Jackie Young,LVA,PRA,4,"4+",0.9992,99.92,-124900,0.0008,0.08,124900
Sabrina Ionescu,NYL,PRA,4,"4+",0.9992,99.92,-124900,0.0008,0.08,124900
Alyssa Thomas,PHX,PA,5,"5+",0.9992,99.92,-124900,0.0008,0.08,124900
Kiki Iriafen,WAS,PR,5,"5+",0.9991,99.91,-111011,0.0009,0.09,111011
Angel Reese,CHI,PR,6,"6+",0.9991,99.91,-111011,0.0009,0.09,111011
Alyssa Thomas,PHX,RA,2,"2+",0.9991,99.91,-111011,0.0009,0.09,111011
Elizabeth Williams,CHI,PRA,1,"1+",0.9991,99.91,-111011,0.0009,0.09,111011
Brionna Jones,ATL,PRA,3,"3+",0.9991,99.91,-111011,0.0009,0.09,111011
Elizabeth Williams,CHI,PR,1,"1+",0.9991,99.91,-111011,0.0009,0.09,111011
Emma Meesseman,NYL,PRA,6,"6+",0.9991,99.91,-111011,0.0009,0.09,111011
Kiki Iriafen,WAS,PRA,8,"8+",0.9990,99.90,-99900,0.0010,0.10,99900
Kiki Iriafen,WAS,PR,6,"6+",0.9990,99.90,-99900,0.0010,0.10,99900
Kamilla Cardoso,CHI,PRA,2,"2+",0.9990,99.90,-99900,0.0010,0.10,99900
Angel Reese,CHI,PRA,7,"7+",0.9990,99.90,-99900,0.0010,0.10,99900
Jonquel Jones,NYL,PR,3,"3+",0.9990,99.90,-99900,0.0010,0.10,99900
Elizabeth Williams,CHI,PRA,2,"2+",0.9990,99.90,-99900,0.0010,0.10,99900
Alyssa Thomas,PHX,PR,7,"7+",0.9990,99.90,-99900,0.0010,0.10,99900
Jonquel Jones,NYL,RA,1,"1+",0.9990,99.90,-99900,0.0010,0.10,99900
Ariel Atkins,CHI,PRA,1,"1+",0.9990,99.90,-99900,0.0010,0.10,99900
Allisha Gray,ATL,PRA,4,"4+",0.9990,99.90,-99900,0.0010,0.10,99900
Kiki Iriafen,WAS,RA,2,"2+",0.9990,99.90,-99900,0.0010,0.10,99900
Emma Meesseman,NYL,PR,5,"5+",0.9990,99.90,-99900,0.0010,0.10,99900
A'ja Wilson,LVA,PA,1,"1+",0.9990,99.90,-99900,0.0010,0.10,99900
Emma Meesseman,NYL,Points,3,"3+",0.9989,99.89,-90809,0.0011,0.11,90809
Sabrina Ionescu,NYL,PRA,5,"5+",0.9989,99.89,-90809,0.0011,0.11,90809
Angel Reese,CHI,PRA,8,"8+",0.9989,99.89,-90809,0.0011,0.11,90809
Brionna Jones,ATL,PA,1,"1+",0.9989,99.89,-90809,0.0011,0.11,90809
Angel Reese,CHI,PA,2,"2+",0.9989,99.89,-90809,0.0011,0.11,90809
Sonia Citron,WAS,PA,1,"1+",0.9989,99.89,-90809,0.0011,0.11,90809
Alyssa Thomas,PHX,PA,6,"6+",0.9989,99.89,-90809,0.0011,0.11,90809
Sabrina Ionescu,NYL,PR,3,"3+",0.9988,99.88,-83233,0.0012,0.12,83233
A'ja Wilson,LVA,PRA,13,"13+",0.9988,99.88,-83233,0.0012,0.12,83233
Angel Reese,CHI,RA,2,"2+",0.9988,99.88,-83233,0.0012,0.12,83233
Jackie Young,LVA,PRA,5,"5+",0.9988,99.88,-83233,0.0012,0.12,83233
Napheesa Collier,MIN,PRA,4,"4+",0.9988,99.88,-83233,0.0012,0.12,83233
Napheesa Collier,MIN,PR,3,"3+",0.9987,99.87,-76823,0.0013,0.13,76823
Satou Sabally,PHX,PRA,1,"1+",0.9987,99.87,-76823,0.0013,0.13,76823
Kamilla Cardoso,CHI,PR,1,"1+",0.9987,99.87,-76823,0.0013,0.13,76823
A'ja Wilson,LVA,RA,3,"3+",0.9987,99.87,-76823,0.0013,0.13,76823
Allisha Gray,ATL,PRA,5,"5+",0.9987,99.87,-76823,0.0013,0.13,76823
Kiki Iriafen,WAS,PA,3,"3+",0.9987,99.87,-76823,0.0013,0.13,76823
Alyssa Thomas,PHX,PRA,12,"12+",0.9987,99.87,-76823,0.0013,0.13,76823
Jonquel Jones,NYL,PA,2,"2+",0.9987,99.87,-76823,0.0013,0.13,76823
Kiki Iriafen,WAS,PRA,9,"9+",0.9987,99.87,-76823,0.0013,0.13,76823
Jonquel Jones,NYL,PRA,6,"6+",0.9986,99.86,-71329,0.0014,0.14,71329
Shakira Austin,WAS,PR,2,"2+",0.9986,99.86,-71329,0.0014,0.14,71329
Elizabeth Williams,CHI,PRA,3,"3+",0.9986,99.86,-71329,0.0014,0.14,71329
A'ja Wilson,LVA,PA,2,"2+",0.9986,99.86,-71329,0.0014,0.14,71329
Alyssa Thomas,PHX,PA,7,"7+",0.9986,99.86,-71329,0.0014,0.14,71329
Shakira Austin,WAS,PRA,2,"2+",0.9986,99.86,-71329,0.0014,0.14,71329
Elizabeth Williams,CHI,RA,1,"1+",0.9986,99.86,-71329,0.0014,0.14,71329
Emma Meesseman,NYL,PRA,7,"7+",0.9986,99.86,-71329,0.0014,0.14,71329
A'ja Wilson,LVA,PRA,14,"14+",0.9986,99.86,-71329,0.0014,0.14,71329
A'ja Wilson,LVA,Rebounds,5,"5+",0.9985,99.85,-66567,0.0015,0.15,66567
Sonia Citron,WAS,PA,2,"2+",0.9985,99.85,-66567,0.0015,0.15,66567
Brionna Jones,ATL,PRA,4,"4+",0.9985,99.85,-66567,0.0015,0.15,66567
Allisha Gray,ATL,PR,3,"3+",0.9985,99.85,-66567,0.0015,0.15,66567
Alyssa Thomas,PHX,PRA,13,"13+",0.9985,99.85,-66567,0.0015,0.15,66567
Brittney Griner,ATL,PR,1,"1+",0.9985,99.85,-66567,0.0015,0.15,66567
Emma Meesseman,NYL,PA,4,"4+",0.9985,99.85,-66567,0.0015,0.15,66567
Allisha Gray,ATL,PA,2,"2+",0.9985,99.85,-66567,0.0015,0.15,66567
A'ja Wilson,LVA,PR,14,"14+",0.9985,99.85,-66567,0.0015,0.15,66567
Sabrina Ionescu,NYL,PA,3,"3+",0.9985,99.85,-66567,0.0015,0.15,66567
Angel Reese,CHI,PR,7,"7+",0.9985,99.85,-66567,0.0015,0.15,66567
Jackie Young,LVA,PRA,6,"6+",0.9984,99.84,-62400,0.0016,0.16,62400
Alyssa Thomas,PHX,RA,3,"3+",0.9984,99.84,-62400,0.0016,0.16,62400
Satou Sabally,PHX,PRA,2,"2+",0.9984,99.84,-62400,0.0016,0.16,62400
Angel Reese,CHI,PR,8,"8+",0.9984,99.84,-62400,0.0016,0.16,62400
Brittney Griner,ATL,PRA,1,"1+",0.9984,99.84,-62400,0.0016,0.16,62400
Jonquel Jones,NYL,PR,4,"4+",0.9984,99.84,-62400,0.0016,0.16,62400
Kahleah Copper,PHX,PRA,1,"1+",0.9984,99.84,-62400,0.0016,0.16,62400
Sabrina Ionescu,NYL,PRA,6,"6+",0.9984,99.84,-62400,0.0016,0.16,62400
Kiki Iriafen,WAS,PR,7,"7+",0.9984,99.84,-62400,0.0016,0.16,62400
Kamilla Cardoso,CHI,PRA,3,"3+",0.9984,99.84,-62400,0.0016,0.16,62400
Sonia Citron,WAS,PRA,1,"1+",0.9984,99.84,-62400,0.0016,0.16,62400
Kamilla Cardoso,CHI,PR,2,"2+",0.9983,99.83,-58724,0.0017,0.17,58724
Ariel Atkins,CHI,PRA,2,"2+",0.9983,99.83,-58724,0.0017,0.17,58724
Jackie Young,LVA,PR,1,"1+",0.9983,99.83,-58724,0.0017,0.17,58724
Brionna Jones,ATL,PR,3,"3+",0.9983,99.83,-58724,0.0017,0.17,58724
Elizabeth Williams,CHI,PR,2,"2+",0.9983,99.83,-58724,0.0017,0.17,58724
Jackie Young,LVA,PA,1,"1+",0.9982,99.82,-55456,0.0018,0.18,55456
Kiki Iriafen,WAS,PRA,10,"10+",0.9982,99.82,-55456,0.0018,0.18,55456
Sabrina Ionescu,NYL,PR,4,"4+",0.9982,99.82,-55456,0.0018,0.18,55456
Kamilla Cardoso,CHI,RA,1,"1+",0.9982,99.82,-55456,0.0018,0.18,55456
Elizabeth Williams,CHI,PRA,4,"4+",0.9982,99.82,-55456,0.0018,0.18,55456
Emma Meesseman,NYL,PRA,8,"8+",0.9982,99.82,-55456,0.0018,0.18,55456
Emma Meesseman,NYL,PR,6,"6+",0.9982,99.82,-55456,0.0018,0.18,55456
Sonia Citron,WAS,PRA,2,"2+",0.9982,99.82,-55456,0.0018,0.18,55456
A'ja Wilson,LVA,PRA,15,"15+",0.9981,99.81,-52532,0.0019,0.19,52532
Kamilla Cardoso,CHI,PRA,4,"4+",0.9981,99.81,-52532,0.0019,0.19,52532
Kiki Iriafen,WAS,PA,4,"4+",0.9981,99.81,-52532,0.0019,0.19,52532
Chelsea Gray,LVA,PRA,1,"1+",0.9981,99.81,-52532,0.0019,0.19,52532
Tina Charles,CON,PRA,1,"1+",0.9981,99.81,-52532,0.0019,0.19,52532
A'ja Wilson,LVA,PA,3,"3+",0.9981,99.81,-52532,0.0019,0.19,52532
Sabrina Ionescu,NYL,PRA,7,"7+",0.9981,99.81,-52532,0.0019,0.19,52532
Satou Sabally,PHX,PRA,3,"3+",0.9980,99.80,-49900,0.0020,0.20,49900
Alyssa Thomas,PHX,PR,8,"8+",0.9980,99.80,-49900,0.0020,0.20,49900
Angel Reese,CHI,PRA,9,"9+",0.9980,99.80,-49900,0.0020,0.20,49900
Jonquel Jones,NYL,RA,2,"2+",0.9980,99.80,-49900,0.0020,0.20,49900
Jonquel Jones,NYL,PRA,7,"7+",0.9980,99.80,-49900,0.0020,0.20,49900
Satou Sabally,PHX,PR,1,"1+",0.9980,99.80,-49900,0.0020,0.20,49900
Alyssa Thomas,PHX,PA,8,"8+",0.9980,99.80,-49900,0.0020,0.20,49900
Kiki Iriafen,WAS,Points,2,"2+",0.9980,99.80,-49900,0.0020,0.20,49900
Kiki Iriafen,WAS,Rebounds,1,"1+",0.9980,99.80,-49900,0.0020,0.20,49900
Jackie Young,LVA,RA,1,"1+",0.9980,99.80,-49900,0.0020,0.20,49900
Allisha Gray,ATL,PR,4,"4+",0.9980,99.80,-49900,0.0020,0.20,49900
Allisha Gray,ATL,Points,1,"1+",0.9980,99.80,-49900,0.0020,0.20,49900
Brittney Griner,ATL,PRA,2,"2+",0.9980,99.80,-49900,0.0020,0.20,49900
Brittney Griner,ATL,PR,2,"2+",0.9979,99.79,-47519,0.0021,0.21,47519
Napheesa Collier,MIN,PA,3,"3+",0.9979,99.79,-47519,0.0021,0.21,47519
Alyssa Thomas,PHX,PRA,14,"14+",0.9979,99.79,-47519,0.0021,0.21,47519
Kiki Iriafen,WAS,RA,3,"3+",0.9979,99.79,-47519,0.0021,0.21,47519
Alyssa Thomas,PHX,Points,4,"4+",0.9979,99.79,-47519,0.0021,0.21,47519
Angel Reese,CHI,Rebounds,2,"2+",0.9979,99.79,-47519,0.0021,0.21,47519
Napheesa Collier,MIN,Points,2,"2+",0.9979,99.79,-47519,0.0021,0.21,47519
A'ja Wilson,LVA,Points,2,"2+",0.9979,99.79,-47519,0.0021,0.21,47519
Angel Reese,CHI,Points,2,"2+",0.9979,99.79,-47519,0.0021,0.21,47519
Sabrina Ionescu,NYL,Points,1,"1+",0.9979,99.79,-47519,0.0021,0.21,47519
Jonquel Jones,NYL,PR,5,"5+",0.9979,99.79,-47519,0.0021,0.21,47519
Ariel Atkins,CHI,PRA,3,"3+",0.9979,99.79,-47519,0.0021,0.21,47519
Jackie Young,LVA,PA,2,"2+",0.9978,99.78,-45355,0.0022,0.22,45355
Sabrina Ionescu,NYL,PA,4,"4+",0.9978,99.78,-45355,0.0022,0.22,45355
Allisha Gray,ATL,PRA,6,"6+",0.9978,99.78,-45355,0.0022,0.22,45355
Shakira Austin,WAS,PRA,3,"3+",0.9978,99.78,-45355,0.0022,0.22,45355
A'ja Wilson,LVA,PRA,16,"16+",0.9978,99.78,-45355,0.0022,0.22,45355
Kahleah Copper,PHX,PRA,2,"2+",0.9978,99.78,-45355,0.0022,0.22,45355
Alyssa Thomas,PHX,PA,9,"9+",0.9978,99.78,-45355,0.0022,0.22,45355
A'ja Wilson,LVA,RA,4,"4+",0.9978,99.78,-45355,0.0022,0.22,45355
Allisha Gray,ATL,PA,3,"3+",0.9978,99.78,-45355,0.0022,0.22,45355
Kiki Iriafen,WAS,PR,8,"8+",0.9978,99.78,-45355,0.0022,0.22,45355
Ariel Atkins,CHI,PR,1,"1+",0.9978,99.78,-45355,0.0022,0.22,45355
Elizabeth Williams,CHI,PR,3,"3+",0.9978,99.78,-45355,0.0022,0.22,45355
A'ja Wilson,LVA,PR,15,"15+",0.9977,99.77,-43378,0.0023,0.23,43378
Elizabeth Williams,CHI,RA,2,"2+",0.9977,99.77,-43378,0.0023,0.23,43378
Brionna Jones,ATL,PA,2,"2+",0.9977,99.77,-43378,0.0023,0.23,43378
Elizabeth Williams,CHI,PRA,5,"5+",0.9977,99.77,-43378,0.0023,0.23,43378
Jackie Young,LVA,PR,2,"2+",0.9977,99.77,-43378,0.0023,0.23,43378
Shakira Austin,WAS,PR,3,"3+",0.9976,99.76,-41567,0.0024,0.24,41567
Saniya Rivers,CON,PA,1,"1+",0.9976,99.76,-41567,0.0024,0.24,41567
Elizabeth Williams,CHI,Rebounds,1,"1+",0.9976,99.76,-41567,0.0024,0.24,41567
Napheesa Collier,MIN,PRA,5,"5+",0.9976,99.76,-41567,0.0024,0.24,41567
Napheesa Collier,MIN,PR,4,"4+",0.9976,99.76,-41567,0.0024,0.24,41567
Kahleah Copper,PHX,PR,1,"1+",0.9976,99.76,-41567,0.0024,0.24,41567
Angel Reese,CHI,PA,3,"3+",0.9976,99.76,-41567,0.0024,0.24,41567
Kamilla Cardoso,CHI,PRA,5,"5+",0.9975,99.75,-39900,0.0025,0.25,39900
Jackie Young,LVA,PA,3,"3+",0.9975,99.75,-39900,0.0025,0.25,39900
A'ja Wilson,LVA,PA,4,"4+",0.9975,99.75,-39900,0.0025,0.25,39900
Kiki Iriafen,WAS,PA,5,"5+",0.9975,99.75,-39900,0.0025,0.25,39900
Sonia Citron,WAS,PA,3,"3+",0.9975,99.75,-39900,0.0025,0.25,39900
Allisha Gray,ATL,PR,5,"5+",0.9975,99.75,-39900,0.0025,0.25,39900
Jonquel Jones,NYL,PA,3,"3+",0.9975,99.75,-39900,0.0025,0.25,39900
Kiki Iriafen,WAS,PRA,11,"11+",0.9975,99.75,-39900,0.0025,0.25,39900
