"player","team","stat","threshold","threshold_label","probability","probability_percent","american_odds","under_probability","under_probability_percent","under_american_odds"
Aari McDonald,IND,"3-Pointers",1,"1+",0.0198,1.98,4951,0.9802,98.02,-4951
Aari McDonald,IND,"3-Pointers",2,"2+",0.0023,0.23,43378,0.9977,99.77,-43378
Aari McDonald,IND,Assists,1,"1+",0.0852,8.52,1074,0.9148,91.48,-1074
Aari McDonald,IND,Assists,2,"2+",0.0228,2.28,4286,0.9772,97.72,-4286
Aari McDonald,IND,Assists,3,"3+",0.0062,0.62,16029,0.9938,99.38,-16029
Aari McDonald,IND,Assists,4,"4+",0.0019,0.19,52532,0.9981,99.81,-52532
Aari McDonald,IND,Assists,5,"5+",0.0006,0.06,166567,0.9994,99.94,-166567
Aari McDonald,IND,Assists,6,"6+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,PA,1,"1+",0.2925,29.25,242,0.7075,70.75,-242
Aari McDonald,IND,PA,2,"2+",0.1393,13.93,618,0.8607,86.07,-618
Aari McDonald,IND,PA,3,"3+",0.0654,6.54,1429,0.9346,93.46,-1429
Aari McDonald,IND,PA,4,"4+",0.0371,3.71,2595,0.9629,96.29,-2595
Aari McDonald,IND,PA,5,"5+",0.0233,2.33,4192,0.9767,97.67,-4192
Aari McDonald,IND,PA,6,"6+",0.0147,1.47,6703,0.9853,98.53,-6703
Aari McDonald,IND,PA,7,"7+",0.0079,0.79,12558,0.9921,99.21,-12558
Aari McDonald,IND,PA,8,"8+",0.0039,0.39,25541,0.9961,99.61,-25541
Aari McDonald,IND,PA,9,"9+",0.0022,0.22,45355,0.9978,99.78,-45355
Aari McDonald,IND,PA,10,"10+",0.0015,0.15,66567,0.9985,99.85,-66567
Aari McDonald,IND,PA,11,"11+",0.0011,0.11,90809,0.9989,99.89,-90809
Aari McDonald,IND,PA,12,"12+",0.0010,0.10,99900,0.9990,99.90,-99900
Aari McDonald,IND,PA,13,"13+",0.0006,0.06,166567,0.9994,99.94,-166567
Aari McDonald,IND,PA,14,"14+",0.0002,0.02,499900,0.9998,99.98,-499900
Aari McDonald,IND,PA,15,"15+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,PA,16,"16+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,Points,1,"1+",0.2760,27.60,262,0.7240,72.40,-262
Aari McDonald,IND,Points,2,"2+",0.1150,11.50,770,0.8850,88.50,-770
Aari McDonald,IND,Points,3,"3+",0.0503,5.03,1888,0.9497,94.97,-1888
Aari McDonald,IND,Points,4,"4+",0.0322,3.22,3006,0.9678,96.78,-3006
Aari McDonald,IND,Points,5,"5+",0.0198,1.98,4951,0.9802,98.02,-4951
Aari McDonald,IND,Points,6,"6+",0.0116,1.16,8521,0.9884,98.84,-8521
Aari McDonald,IND,Points,7,"7+",0.0063,0.63,15773,0.9937,99.37,-15773
Aari McDonald,IND,Points,8,"8+",0.0031,0.31,32158,0.9969,99.69,-32158
Aari McDonald,IND,Points,9,"9+",0.0019,0.19,52532,0.9981,99.81,-52532
Aari McDonald,IND,Points,10,"10+",0.0012,0.12,83233,0.9988,99.88,-83233
Aari McDonald,IND,Points,11,"11+",0.0007,0.07,142757,0.9993,99.93,-142757
Aari McDonald,IND,Points,12,"12+",0.0006,0.06,166567,0.9994,99.94,-166567
Aari McDonald,IND,Points,13,"13+",0.0003,0.03,333233,0.9997,99.97,-333233
Aari McDonald,IND,Points,14,"14+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,PR,1,"1+",0.2798,27.98,257,0.7202,72.02,-257
Aari McDonald,IND,PR,2,"2+",0.1255,12.55,697,0.8745,87.45,-697
Aari McDonald,IND,PR,3,"3+",0.0532,5.32,1780,0.9468,94.68,-1780
Aari McDonald,IND,PR,4,"4+",0.0329,3.29,2940,0.9671,96.71,-2940
Aari McDonald,IND,PR,5,"5+",0.0214,2.14,4573,0.9786,97.86,-4573
Aari McDonald,IND,PR,6,"6+",0.0131,1.31,7534,0.9869,98.69,-7534
Aari McDonald,IND,PR,7,"7+",0.0066,0.66,15052,0.9934,99.34,-15052
Aari McDonald,IND,PR,8,"8+",0.0035,0.35,28471,0.9965,99.65,-28471
Aari McDonald,IND,PR,9,"9+",0.0021,0.21,47519,0.9979,99.79,-47519
Aari McDonald,IND,PR,10,"10+",0.0011,0.11,90809,0.9989,99.89,-90809
Aari McDonald,IND,PR,11,"11+",0.0010,0.10,99900,0.9990,99.90,-99900
Aari McDonald,IND,PR,12,"12+",0.0005,0.05,199900,0.9995,99.95,-199900
Aari McDonald,IND,PR,13,"13+",0.0004,0.04,249900,0.9996,99.96,-249900
Aari McDonald,IND,PR,14,"14+",0.0002,0.02,499900,0.9998,99.98,-499900
Aari McDonald,IND,PR,15,"15+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,PRA,1,"1+",0.2987,29.87,235,0.7013,70.13,-235
Aari McDonald,IND,PRA,2,"2+",0.1436,14.36,596,0.8564,85.64,-596
Aari McDonald,IND,PRA,3,"3+",0.0682,6.82,1366,0.9318,93.18,-1366
Aari McDonald,IND,PRA,4,"4+",0.0385,3.85,2497,0.9615,96.15,-2497
Aari McDonald,IND,PRA,5,"5+",0.0262,2.62,3717,0.9738,97.38,-3717
Aari McDonald,IND,PRA,6,"6+",0.0163,1.63,6035,0.9837,98.37,-6035
Aari McDonald,IND,PRA,7,"7+",0.0087,0.87,11394,0.9913,99.13,-11394
Aari McDonald,IND,PRA,8,"8+",0.0051,0.51,19508,0.9949,99.49,-19508
Aari McDonald,IND,PRA,9,"9+",0.0026,0.26,38362,0.9974,99.74,-38362
Aari McDonald,IND,PRA,10,"10+",0.0018,0.18,55456,0.9982,99.82,-55456
Aari McDonald,IND,PRA,11,"11+",0.0014,0.14,71329,0.9986,99.86,-71329
Aari McDonald,IND,PRA,12,"12+",0.0011,0.11,90809,0.9989,99.89,-90809
Aari McDonald,IND,PRA,13,"13+",0.0004,0.04,249900,0.9996,99.96,-249900
Aari McDonald,IND,PRA,14,"14+",0.0002,0.02,499900,0.9998,99.98,-499900
Aari McDonald,IND,PRA,15,"15+",0.0002,0.02,499900,0.9998,99.98,-499900
Aari McDonald,IND,PRA,16,"16+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,RA,1,"1+",0.1113,11.13,798,0.8887,88.87,-798
Aari McDonald,IND,RA,2,"2+",0.0305,3.05,3179,0.9695,96.95,-3179
Aari McDonald,IND,RA,3,"3+",0.0091,0.91,10889,0.9909,99.09,-10889
Aari McDonald,IND,RA,4,"4+",0.0030,0.30,33233,0.9970,99.70,-33233
Aari McDonald,IND,RA,5,"5+",0.0013,0.13,76823,0.9987,99.87,-76823
Aari McDonald,IND,RA,6,"6+",0.0006,0.06,166567,0.9994,99.94,-166567
Aari McDonald,IND,RA,7,"7+",0.0003,0.03,333233,0.9997,99.97,-333233
Aari McDonald,IND,Rebounds,1,"1+",0.0293,2.93,3313,0.9707,97.07,-3313
Aari McDonald,IND,Rebounds,2,"2+",0.0029,0.29,34383,0.9971,99.71,-34383
Aari McDonald,IND,Rebounds,3,"3+",0.0004,0.04,249900,0.9996,99.96,-249900
Alanna Smith,MIN,"3-Pointers",1,"1+",0.6389,63.89,-177,0.3611,36.11,177
Alanna Smith,MIN,"3-Pointers",2,"2+",0.3446,34.46,190,0.6554,65.54,-190
Alanna Smith,MIN,"3-Pointers",3,"3+",0.0976,9.76,925,0.9024,90.24,-925
Alanna Smith,MIN,"3-Pointers",4,"4+",0.0304,3.04,3189,0.9696,96.96,-3189
Alanna Smith,MIN,"3-Pointers",5,"5+",0.0119,1.19,8303,0.9881,98.81,-8303
Alanna Smith,MIN,Assists,1,"1+",0.9444,94.44,-1699,0.0556,5.56,1699
Alanna Smith,MIN,Assists,2,"2+",0.8715,87.15,-678,0.1285,12.85,678
Alanna Smith,MIN,Assists,3,"3+",0.6752,67.52,-208,0.3248,32.48,208
Alanna Smith,MIN,Assists,4,"4+",0.4652,46.52,115,0.5348,53.48,-115
Alanna Smith,MIN,Assists,5,"5+",0.2672,26.72,274,0.7328,73.28,-274
Alanna Smith,MIN,Assists,6,"6+",0.1209,12.09,727,0.8791,87.91,-727
Alanna Smith,MIN,Assists,7,"7+",0.0486,4.86,1958,0.9514,95.14,-1958
Alanna Smith,MIN,Assists,8,"8+",0.0306,3.06,3168,0.9694,96.94,-3168
Alanna Smith,MIN,Assists,9,"9+",0.0163,1.63,6035,0.9837,98.37,-6035
Alanna Smith,MIN,Assists,10,"10+",0.0076,0.76,13058,0.9924,99.24,-13058
Alanna Smith,MIN,Assists,11,"11+",0.0032,0.32,31150,0.9968,99.68,-31150
Alanna Smith,MIN,Assists,12,"12+",0.0012,0.12,83233,0.9988,99.88,-83233
Alanna Smith,MIN,Double Double,1,Double Double,0.0668,6.68,1397,0.9332,93.32,-1397
Alanna Smith,MIN,PA,1,"1+",0.9904,99.04,-10317,0.0096,0.96,10317
Alanna Smith,MIN,PA,2,"2+",0.9849,98.49,-6523,0.0151,1.51,6523
Alanna Smith,MIN,PA,3,"3+",0.9786,97.86,-4573,0.0214,2.14,4573
Alanna Smith,MIN,PA,4,"4+",0.9704,97.04,-3278,0.0296,2.96,3278
Alanna Smith,MIN,PA,5,"5+",0.9629,96.29,-2595,0.0371,3.71,2595
Alanna Smith,MIN,PA,6,"6+",0.9513,95.13,-1953,0.0487,4.87,1953
Alanna Smith,MIN,PA,7,"7+",0.9359,93.59,-1460,0.0641,6.41,1460
Alanna Smith,MIN,PA,8,"8+",0.9175,91.75,-1112,0.0825,8.25,1112
Alanna Smith,MIN,PA,9,"9+",0.8902,89.02,-811,0.1098,10.98,811
Alanna Smith,MIN,PA,10,"10+",0.8514,85.14,-573,0.1486,14.86,573
Alanna Smith,MIN,PA,11,"11+",0.7964,79.64,-391,0.2036,20.36,391
Alanna Smith,MIN,PA,12,"12+",0.7373,73.73,-281,0.2627,26.27,281
Alanna Smith,MIN,PA,13,"13+",0.6716,67.16,-205,0.3284,32.84,205
Alanna Smith,MIN,PA,14,"14+",0.6104,61.04,-157,0.3896,38.96,157
Alanna Smith,MIN,PA,15,"15+",0.5442,54.42,-119,0.4558,45.58,119
Alanna Smith,MIN,PA,16,"16+",0.4821,48.21,107,0.5179,51.79,-107
Alanna Smith,MIN,PA,17,"17+",0.4195,41.95,138,0.5805,58.05,-138
Alanna Smith,MIN,PA,18,"18+",0.3583,35.83,179,0.6417,64.17,-179
Alanna Smith,MIN,PA,19,"19+",0.2967,29.67,237,0.7033,70.33,-237
Alanna Smith,MIN,PA,20,"20+",0.2412,24.12,315,0.7588,75.88,-315
Alanna Smith,MIN,PA,21,"21+",0.1943,19.43,415,0.8057,80.57,-415
Alanna Smith,MIN,PA,22,"22+",0.1529,15.29,554,0.8471,84.71,-554
Alanna Smith,MIN,PA,23,"23+",0.1158,11.58,764,0.8842,88.42,-764
Alanna Smith,MIN,PA,24,"24+",0.0900,9.00,1011,0.9100,91.00,-1011
Alanna Smith,MIN,PA,25,"25+",0.0696,6.96,1337,0.9304,93.04,-1337
Alanna Smith,MIN,PA,26,"26+",0.0574,5.74,1642,0.9426,94.26,-1642
Alanna Smith,MIN,PA,27,"27+",0.0466,4.66,2046,0.9534,95.34,-2046
Alanna Smith,MIN,PA,28,"28+",0.0398,3.98,2413,0.9602,96.02,-2413
Alanna Smith,MIN,PA,29,"29+",0.0327,3.27,2958,0.9673,96.73,-2958
Alanna Smith,MIN,PA,30,"30+",0.0276,2.76,3523,0.9724,97.24,-3523
Alanna Smith,MIN,PA,31,"31+",0.0236,2.36,4137,0.9764,97.64,-4137
Alanna Smith,MIN,PA,32,"32+",0.0201,2.01,4875,0.9799,97.99,-4875
Alanna Smith,MIN,PA,33,"33+",0.0168,1.68,5852,0.9832,98.32,-5852
Alanna Smith,MIN,PA,34,"34+",0.0134,1.34,7363,0.9866,98.66,-7363
Alanna Smith,MIN,PA,35,"35+",0.0109,1.09,9074,0.9891,98.91,-9074
Alanna Smith,MIN,PA,36,"36+",0.0089,0.89,11136,0.9911,99.11,-11136
Alanna Smith,MIN,PA,37,"37+",0.0079,0.79,12558,0.9921,99.21,-12558
Alanna Smith,MIN,PA,38,"38+",0.0068,0.68,14606,0.9932,99.32,-14606
Alanna Smith,MIN,PA,39,"39+",0.0059,0.59,16849,0.9941,99.41,-16849
Alanna Smith,MIN,PA,40,"40+",0.0046,0.46,21639,0.9954,99.54,-21639
Alanna Smith,MIN,Points,1,"1+",0.9683,96.83,-3055,0.0317,3.17,3055
Alanna Smith,MIN,Points,2,"2+",0.9559,95.59,-2168,0.0441,4.41,2168
Alanna Smith,MIN,Points,3,"3+",0.9426,94.26,-1642,0.0574,5.74,1642
Alanna Smith,MIN,Points,4,"4+",0.9301,93.01,-1331,0.0699,6.99,1331
Alanna Smith,MIN,Points,5,"5+",0.9112,91.12,-1026,0.0888,8.88,1026
Alanna Smith,MIN,Points,6,"6+",0.8703,87.03,-671,0.1297,12.97,671
Alanna Smith,MIN,Points,7,"7+",0.8079,80.79,-421,0.1921,19.21,421
Alanna Smith,MIN,Points,8,"8+",0.7393,73.93,-284,0.2607,26.07,284
Alanna Smith,MIN,Points,9,"9+",0.6774,67.74,-210,0.3226,32.26,210
Alanna Smith,MIN,Points,10,"10+",0.6098,60.98,-156,0.3902,39.02,156
Alanna Smith,MIN,Points,11,"11+",0.5478,54.78,-121,0.4522,45.22,121
Alanna Smith,MIN,Points,12,"12+",0.4851,48.51,106,0.5149,51.49,-106
Alanna Smith,MIN,Points,13,"13+",0.4217,42.17,137,0.5783,57.83,-137
Alanna Smith,MIN,Points,14,"14+",0.3571,35.71,180,0.6429,64.29,-180
Alanna Smith,MIN,Points,15,"15+",0.2916,29.16,243,0.7084,70.84,-243
Alanna Smith,MIN,Points,16,"16+",0.2365,23.65,323,0.7635,76.35,-323
Alanna Smith,MIN,Points,17,"17+",0.1874,18.74,434,0.8126,81.26,-434
Alanna Smith,MIN,Points,18,"18+",0.1447,14.47,591,0.8553,85.53,-591
Alanna Smith,MIN,Points,19,"19+",0.1105,11.05,805,0.8895,88.95,-805
Alanna Smith,MIN,Points,20,"20+",0.0840,8.40,1090,0.9160,91.60,-1090
Alanna Smith,MIN,Points,21,"21+",0.0633,6.33,1480,0.9367,93.67,-1480
Alanna Smith,MIN,Points,22,"22+",0.0494,4.94,1924,0.9506,95.06,-1924
Alanna Smith,MIN,Points,23,"23+",0.0422,4.22,2270,0.9578,95.78,-2270
Alanna Smith,MIN,Points,24,"24+",0.0366,3.66,2632,0.9634,96.34,-2632
Alanna Smith,MIN,Points,25,"25+",0.0319,3.19,3035,0.9681,96.81,-3035
Alanna Smith,MIN,Points,26,"26+",0.0277,2.77,3510,0.9723,97.23,-3510
Alanna Smith,MIN,Points,27,"27+",0.0233,2.33,4192,0.9767,97.67,-4192
Alanna Smith,MIN,Points,28,"28+",0.0189,1.89,5191,0.9811,98.11,-5191
Alanna Smith,MIN,Points,29,"29+",0.0160,1.60,6150,0.9840,98.40,-6150
Alanna Smith,MIN,Points,30,"30+",0.0137,1.37,7199,0.9863,98.63,-7199
Alanna Smith,MIN,PR,1,"1+",0.9932,99.32,-14606,0.0068,0.68,14606
Alanna Smith,MIN,PR,2,"2+",0.9891,98.91,-9074,0.0109,1.09,9074
Alanna Smith,MIN,PR,3,"3+",0.9854,98.54,-6749,0.0146,1.46,6749
Alanna Smith,MIN,PR,4,"4+",0.9800,98.00,-4900,0.0200,2.00,4900
Alanna Smith,MIN,PR,5,"5+",0.9736,97.36,-3688,0.0264,2.64,3688
Alanna Smith,MIN,PR,6,"6+",0.9679,96.79,-3015,0.0321,3.21,3015
Alanna Smith,MIN,PR,7,"7+",0.9592,95.92,-2351,0.0408,4.08,2351
Alanna Smith,MIN,PR,8,"8+",0.9493,94.93,-1872,0.0507,5.07,1872
Alanna Smith,MIN,PR,9,"9+",0.9361,93.61,-1465,0.0639,6.39,1465
Alanna Smith,MIN,PR,10,"10+",0.9157,91.57,-1086,0.0843,8.43,1086
Alanna Smith,MIN,PR,11,"11+",0.8907,89.07,-815,0.1093,10.93,815
Alanna Smith,MIN,PR,12,"12+",0.8558,85.58,-593,0.1442,14.42,593
Alanna Smith,MIN,PR,13,"13+",0.8133,81.33,-436,0.1867,18.67,436
Alanna Smith,MIN,PR,14,"14+",0.7637,76.37,-323,0.2363,23.63,323
Alanna Smith,MIN,PR,15,"15+",0.7071,70.71,-241,0.2929,29.29,241
Alanna Smith,MIN,PR,16,"16+",0.6450,64.50,-182,0.3550,35.50,182
Alanna Smith,MIN,PR,17,"17+",0.5858,58.58,-141,0.4142,41.42,141
Alanna Smith,MIN,PR,18,"18+",0.5194,51.94,-108,0.4806,48.06,108
Alanna Smith,MIN,PR,19,"19+",0.4594,45.94,118,0.5406,54.06,-118
Alanna Smith,MIN,PR,20,"20+",0.3918,39.18,155,0.6082,60.82,-155
Alanna Smith,MIN,PR,21,"21+",0.3303,33.03,203,0.6697,66.97,-203
Alanna Smith,MIN,PR,22,"22+",0.2753,27.53,263,0.7247,72.47,-263
Alanna Smith,MIN,PR,23,"23+",0.2247,22.47,345,0.7753,77.53,-345
Alanna Smith,MIN,PR,24,"24+",0.1804,18.04,454,0.8196,81.96,-454
Alanna Smith,MIN,PR,25,"25+",0.1433,14.33,598,0.8567,85.67,-598
Alanna Smith,MIN,PR,26,"26+",0.1129,11.29,786,0.8871,88.71,-786
Alanna Smith,MIN,PR,27,"27+",0.0892,8.92,1021,0.9108,91.08,-1021
Alanna Smith,MIN,PR,28,"28+",0.0719,7.19,1291,0.9281,92.81,-1291
Alanna Smith,MIN,PR,29,"29+",0.0579,5.79,1627,0.9421,94.21,-1627
Alanna Smith,MIN,PR,30,"30+",0.0470,4.70,2028,0.9530,95.30,-2028
Alanna Smith,MIN,PR,31,"31+",0.0401,4.01,2394,0.9599,95.99,-2394
Alanna Smith,MIN,PR,32,"32+",0.0346,3.46,2790,0.9654,96.54,-2790
Alanna Smith,MIN,PR,33,"33+",0.0291,2.91,3336,0.9709,97.09,-3336
Alanna Smith,MIN,PR,34,"34+",0.0245,2.45,3982,0.9755,97.55,-3982
Alanna Smith,MIN,PR,35,"35+",0.0213,2.13,4595,0.9787,97.87,-4595
Alanna Smith,MIN,PR,36,"36+",0.0183,1.83,5364,0.9817,98.17,-5364
Alanna Smith,MIN,PR,37,"37+",0.0160,1.60,6150,0.9840,98.40,-6150
Alanna Smith,MIN,PR,38,"38+",0.0132,1.32,7476,0.9868,98.68,-7476
Alanna Smith,MIN,PR,39,"39+",0.0116,1.16,8521,0.9884,98.84,-8521
Alanna Smith,MIN,PR,40,"40+",0.0096,0.96,10317,0.9904,99.04,-10317
Alanna Smith,MIN,PRA,1,"1+",0.9968,99.68,-31150,0.0032,0.32,31150
Alanna Smith,MIN,PRA,2,"2+",0.9957,99.57,-23156,0.0043,0.43,23156
Alanna Smith,MIN,PRA,3,"3+",0.9932,99.32,-14606,0.0068,0.68,14606
Alanna Smith,MIN,PRA,4,"4+",0.9918,99.18,-12095,0.0082,0.82,12095
Alanna Smith,MIN,PRA,5,"5+",0.9888,98.88,-8829,0.0112,1.12,8829
Alanna Smith,MIN,PRA,6,"6+",0.9849,98.49,-6523,0.0151,1.51,6523
Alanna Smith,MIN,PRA,7,"7+",0.9816,98.16,-5335,0.0184,1.84,5335
Alanna Smith,MIN,PRA,8,"8+",0.9751,97.51,-3916,0.0249,2.49,3916
Alanna Smith,MIN,PRA,9,"9+",0.9693,96.93,-3157,0.0307,3.07,3157
Alanna Smith,MIN,PRA,10,"10+",0.9611,96.11,-2471,0.0389,3.89,2471
Alanna Smith,MIN,PRA,11,"11+",0.9509,95.09,-1937,0.0491,4.91,1937
Alanna Smith,MIN,PRA,12,"12+",0.9406,94.06,-1584,0.0594,5.94,1584
Alanna Smith,MIN,PRA,13,"13+",0.9274,92.74,-1277,0.0726,7.26,1277
Alanna Smith,MIN,PRA,14,"14+",0.9074,90.74,-980,0.0926,9.26,980
Alanna Smith,MIN,PRA,15,"15+",0.8803,88.03,-735,0.1197,11.97,735
Alanna Smith,MIN,PRA,16,"16+",0.8466,84.66,-552,0.1534,15.34,552
Alanna Smith,MIN,PRA,17,"17+",0.8035,80.35,-409,0.1965,19.65,409
Alanna Smith,MIN,PRA,18,"18+",0.7529,75.29,-305,0.2471,24.71,305
Alanna Smith,MIN,PRA,19,"19+",0.6993,69.93,-233,0.3007,30.07,233
Alanna Smith,MIN,PRA,20,"20+",0.6433,64.33,-180,0.3567,35.67,180
Alanna Smith,MIN,PRA,21,"21+",0.5808,58.08,-139,0.4192,41.92,139
Alanna Smith,MIN,PRA,22,"22+",0.5164,51.64,-107,0.4836,48.36,107
Alanna Smith,MIN,PRA,23,"23+",0.4536,45.36,120,0.5464,54.64,-120
Alanna Smith,MIN,PRA,24,"24+",0.3940,39.40,154,0.6060,60.60,-154
Alanna Smith,MIN,PRA,25,"25+",0.3375,33.75,196,0.6625,66.25,-196
Alanna Smith,MIN,PRA,26,"26+",0.2819,28.19,255,0.7181,71.81,-255
Alanna Smith,MIN,PRA,27,"27+",0.2264,22.64,342,0.7736,77.36,-342
Alanna Smith,MIN,PRA,28,"28+",0.1833,18.33,446,0.8167,81.67,-446
Alanna Smith,MIN,PRA,29,"29+",0.1491,14.91,571,0.8509,85.09,-571
Alanna Smith,MIN,PRA,30,"30+",0.1190,11.90,740,0.8810,88.10,-740
Alanna Smith,MIN,PRA,31,"31+",0.0932,9.32,973,0.9068,90.68,-973
Alanna Smith,MIN,PRA,32,"32+",0.0744,7.44,1244,0.9256,92.56,-1244
Alanna Smith,MIN,PRA,33,"33+",0.0610,6.10,1539,0.9390,93.90,-1539
Alanna Smith,MIN,PRA,34,"34+",0.0510,5.10,1861,0.9490,94.90,-1861
Alanna Smith,MIN,PRA,35,"35+",0.0423,4.23,2264,0.9577,95.77,-2264
Alanna Smith,MIN,PRA,36,"36+",0.0358,3.58,2693,0.9642,96.42,-2693
Alanna Smith,MIN,PRA,37,"37+",0.0306,3.06,3168,0.9694,96.94,-3168
Alanna Smith,MIN,PRA,38,"38+",0.0265,2.65,3674,0.9735,97.35,-3674
Alanna Smith,MIN,PRA,39,"39+",0.0230,2.30,4248,0.9770,97.70,-4248
Alanna Smith,MIN,PRA,40,"40+",0.0198,1.98,4951,0.9802,98.02,-4951
Alanna Smith,MIN,PRA,41,"41+",0.0175,1.75,5614,0.9825,98.25,-5614
Alanna Smith,MIN,PRA,42,"42+",0.0147,1.47,6703,0.9853,98.53,-6703
Alanna Smith,MIN,PRA,43,"43+",0.0119,1.19,8303,0.9881,98.81,-8303
Alanna Smith,MIN,PRA,44,"44+",0.0105,1.05,9424,0.9895,98.95,-9424
Alanna Smith,MIN,PRA,45,"45+",0.0088,0.88,11264,0.9912,99.12,-11264
Alanna Smith,MIN,PRA,46,"46+",0.0074,0.74,13414,0.9926,99.26,-13414
Alanna Smith,MIN,PRA,47,"47+",0.0061,0.61,16293,0.9939,99.39,-16293
Alanna Smith,MIN,PRA,48,"48+",0.0053,0.53,18768,0.9947,99.47,-18768
Alanna Smith,MIN,PRA,49,"49+",0.0040,0.40,24900,0.9960,99.60,-24900
Alanna Smith,MIN,PRA,50,"50+",0.0033,0.33,30203,0.9967,99.67,-30203
Alanna Smith,MIN,PRA,51,"51+",0.0026,0.26,38362,0.9974,99.74,-38362
Alanna Smith,MIN,PRA,52,"52+",0.0024,0.24,41567,0.9976,99.76,-41567
Alanna Smith,MIN,PRA,53,"53+",0.0020,0.20,49900,0.9980,99.80,-49900
Alanna Smith,MIN,PRA,54,"54+",0.0019,0.19,52532,0.9981,99.81,-52532
Alanna Smith,MIN,PRA,55,"55+",0.0013,0.13,76823,0.9987,99.87,-76823
Alanna Smith,MIN,RA,1,"1+",0.9901,99.01,-10001,0.0099,0.99,10001
Alanna Smith,MIN,RA,2,"2+",0.9837,98.37,-6035,0.0163,1.63,6035
Alanna Smith,MIN,RA,3,"3+",0.9738,97.38,-3717,0.0262,2.62,3717
Alanna Smith,MIN,RA,4,"4+",0.9599,95.99,-2394,0.0401,4.01,2394
Alanna Smith,MIN,RA,5,"5+",0.9426,94.26,-1642,0.0574,5.74,1642
Alanna Smith,MIN,RA,6,"6+",0.9082,90.82,-989,0.0918,9.18,989
Alanna Smith,MIN,RA,7,"7+",0.8486,84.86,-561,0.1514,15.14,561
Alanna Smith,MIN,RA,8,"8+",0.7602,76.02,-317,0.2398,23.98,317
Alanna Smith,MIN,RA,9,"9+",0.6526,65.26,-188,0.3474,34.74,188
Alanna Smith,MIN,RA,10,"10+",0.5303,53.03,-113,0.4697,46.97,113
Alanna Smith,MIN,RA,11,"11+",0.4091,40.91,144,0.5909,59.09,-144
Alanna Smith,MIN,RA,12,"12+",0.2961,29.61,238,0.7039,70.39,-238
Alanna Smith,MIN,RA,13,"13+",0.2022,20.22,395,0.7978,79.78,-395
Alanna Smith,MIN,RA,14,"14+",0.1377,13.77,626,0.8623,86.23,-626
Alanna Smith,MIN,RA,15,"15+",0.0900,9.00,1011,0.9100,91.00,-1011
Alanna Smith,MIN,RA,16,"16+",0.0601,6.01,1564,0.9399,93.99,-1564
Alanna Smith,MIN,RA,17,"17+",0.0421,4.21,2275,0.9579,95.79,-2275
Alanna Smith,MIN,RA,18,"18+",0.0308,3.08,3147,0.9692,96.92,-3147
Alanna Smith,MIN,RA,19,"19+",0.0240,2.40,4067,0.9760,97.60,-4067
Alanna Smith,MIN,RA,20,"20+",0.0183,1.83,5364,0.9817,98.17,-5364
Alanna Smith,MIN,Rebounds,1,"1+",0.9613,96.13,-2484,0.0387,3.87,2484
Alanna Smith,MIN,Rebounds,2,"2+",0.9363,93.63,-1470,0.0637,6.37,1470
Alanna Smith,MIN,Rebounds,3,"3+",0.8970,89.70,-871,0.1030,10.30,871
Alanna Smith,MIN,Rebounds,4,"4+",0.7853,78.53,-366,0.2147,21.47,366
Alanna Smith,MIN,Rebounds,5,"5+",0.6563,65.63,-191,0.3437,34.37,191
Alanna Smith,MIN,Rebounds,6,"6+",0.5337,53.37,-114,0.4663,46.63,114
Alanna Smith,MIN,Rebounds,7,"7+",0.4120,41.20,143,0.5880,58.80,-143
Alanna Smith,MIN,Rebounds,8,"8+",0.2877,28.77,248,0.7123,71.23,-248
Alanna Smith,MIN,Rebounds,9,"9+",0.1862,18.62,437,0.8138,81.38,-437
Alanna Smith,MIN,Rebounds,10,"10+",0.1141,11.41,776,0.8859,88.59,-776
Alanna Smith,MIN,Rebounds,11,"11+",0.0672,6.72,1388,0.9328,93.28,-1388
Alanna Smith,MIN,Rebounds,12,"12+",0.0449,4.49,2127,0.9551,95.51,-2127
Alanna Smith,MIN,Rebounds,13,"13+",0.0330,3.30,2930,0.9670,96.70,-2930
Alanna Smith,MIN,Rebounds,14,"14+",0.0236,2.36,4137,0.9764,97.64,-4137
Alanna Smith,MIN,Rebounds,15,"15+",0.0177,1.77,5550,0.9823,98.23,-5550
Alanna Smith,MIN,Triple Double,1,Triple Double,0.0009,0.09,111011,0.9991,99.91,-111011
Alexa Held,PHX,"3-Pointers",1,"1+",0.1136,11.36,780,0.8864,88.64,-780
Alexa Held,PHX,"3-Pointers",2,"2+",0.0259,2.59,3761,0.9741,97.41,-3761
Alexa Held,PHX,"3-Pointers",3,"3+",0.0071,0.71,13985,0.9929,99.29,-13985
Alexa Held,PHX,"3-Pointers",4,"4+",0.0020,0.20,49900,0.9980,99.80,-49900
Alexa Held,PHX,"3-Pointers",5,"5+",0.0010,0.10,99900,0.9990,99.90,-99900
Alexa Held,PHX,Assists,1,"1+",0.1029,10.29,872,0.8971,89.71,-872
