,date,player,offerName,over/under,line,americanOdds,sportsbook
1460,2025-05-17,Jacob Young,Total Singles,Over,0.5,-155,BetMGM
1461,2025-05-17,Jacob Young,Total Singles,Under,0.5,+120,BetMGM
1462,2025-05-17,Ramón Laureano,Total Singles,Over,0.5,-105,BetMGM
1463,2025-05-17,Ramón Laureano,Total Singles,Under,0.5,-125,BetMGM
1464,2025-05-17,Gunnar Henderson,Total Singles,Over,0.5,-130,BetMGM
1465,2025-05-17,Gunnar Henderson,Total Singles,Under,0.5,+100,BetMGM
1466,2025-05-17,CJ Abrams,Total Singles,Over,0.5,-150,BetMGM
1467,2025-05-17,CJ Abrams,Total Singles,Under,0.5,+115,BetMGM
1468,2025-05-17,Cedric Mullins,Total Singles,Over,0.5,+120,BetMGM
1469,2025-05-17,Cedric Mullins,Total Singles,Under,0.5,-155,BetMGM
1470,2025-05-17,Jackson Holliday,Total Singles,Over,0.5,-155,BetMGM
1471,2025-05-17,Jackson Holliday,Total Singles,Under,0.5,+115,BetMGM
1472,2025-05-17,Dylan Crews,Total Singles,Over,0.5,-140,BetMGM
1473,2025-05-17,Dylan Crews,Total Singles,Under,0.5,+105,BetMGM
1474,2025-05-17,Ramón Urias,Total Singles,Over,0.5,-130,BetMGM
1475,2025-05-17,Ramón Urias,Total Singles,Under,0.5,+100,BetMGM
1476,2025-05-17,Ryan O'Hearn,Total Singles,Over,0.5,-135,BetMGM
1477,2025-05-17,Ryan O'Hearn,Total Singles,Under,0.5,+100,BetMGM
1478,2025-05-17,Heston Kjerstad,Total Singles,Over,0.5,+105,BetMGM
1479,2025-05-17,Heston Kjerstad,Total Singles,Under,0.5,-140,BetMGM
1480,2025-05-17,Maverick Handley,Total Singles,Over,0.5,-105,BetMGM
1481,2025-05-17,Maverick Handley,Total Singles,Under,0.5,-120,BetMGM
1482,2025-05-17,Eric Wagaman,Total Singles,Over,0.5,-110,BetMGM
1483,2025-05-17,Eric Wagaman,Total Singles,Under,0.5,-118,BetMGM
1484,2025-05-17,Jesús Sánchez,Total Singles,Over,0.5,+105,BetMGM
1485,2025-05-17,Jesús Sánchez,Total Singles,Under,0.5,-140,BetMGM
1486,2025-05-17,Danny Jansen,Total Singles,Over,0.5,+125,BetMGM
1487,2025-05-17,Danny Jansen,Total Singles,Under,0.5,-165,BetMGM
1488,2025-05-17,Brandon Lowe,Total Singles,Over,0.5,+105,BetMGM
1489,2025-05-17,Brandon Lowe,Total Singles,Under,0.5,-140,BetMGM
1490,2025-05-17,Taylor Walls,Total Singles,Over,0.5,+110,BetMGM
1491,2025-05-17,Taylor Walls,Total Singles,Under,0.5,-145,BetMGM
1492,2025-05-17,Connor Norby,Total Singles,Over,0.5,+100,BetMGM
1493,2025-05-17,Connor Norby,Total Singles,Under,0.5,-135,BetMGM
1494,2025-05-17,Kameron Misner,Total Singles,Over,0.5,+120,BetMGM
1495,2025-05-17,Kameron Misner,Total Singles,Under,0.5,-155,BetMGM
1496,2025-05-17,Chandler Simpson,Total Singles,Over,0.5,-130,BetMGM
1497,2025-05-17,Chandler Simpson,Total Singles,Under,0.5,+100,BetMGM
1498,2025-05-17,Josh Lowe,Total Singles,Over,0.5,-115,BetMGM
1499,2025-05-17,Josh Lowe,Total Singles,Under,0.5,-115,BetMGM
1500,2025-05-17,Jonathan Aranda,Total Singles,Over,0.5,+105,BetMGM
1501,2025-05-17,Jonathan Aranda,Total Singles,Under,0.5,-135,BetMGM
1502,2025-05-17,Javier Sanoja,Total Singles,Over,0.5,-110,BetMGM
1503,2025-05-17,Javier Sanoja,Total Singles,Under,0.5,-115,BetMGM
1504,2025-05-17,Liam Hicks,Total Singles,Over,0.5,-115,BetMGM
1505,2025-05-17,Liam Hicks,Total Singles,Under,0.5,-115,BetMGM
1506,2025-05-17,Ronny Simon,Total Singles,Over,0.5,+130,BetMGM
1507,2025-05-17,Ronny Simon,Total Singles,Under,0.5,-165,BetMGM
1508,2025-05-17,Jose Caballero,Total Singles,Over,0.5,+105,BetMGM
1509,2025-05-17,Jose Caballero,Total Singles,Under,0.5,-140,BetMGM
1510,2025-05-17,Kyle Stowers,Total Singles,Over,0.5,+145,BetMGM
1511,2025-05-17,Kyle Stowers,Total Singles,Under,0.5,-190,BetMGM
1512,2025-05-17,Nick Fortes,Total Singles,Over,0.5,+115,BetMGM
1513,2025-05-17,Nick Fortes,Total Singles,Under,0.5,-150,BetMGM
1514,2025-05-17,Yandy Díaz,Total Singles,Over,0.5,-160,BetMGM
1515,2025-05-17,Yandy Díaz,Total Singles,Under,0.5,+120,BetMGM
1516,2025-05-17,Matt Mervis,Total Singles,Over,0.5,+220,BetMGM
1517,2025-05-17,Matt Mervis,Total Singles,Under,0.5,-300,BetMGM
1518,2025-05-17,Ke'Bryan Hayes,Total Singles,Over,0.5,-120,BetMGM
1519,2025-05-17,Ke'Bryan Hayes,Total Singles,Under,0.5,-105,BetMGM
1520,2025-05-17,Joey Bart,Total Singles,Over,0.5,+110,BetMGM
1521,2025-05-17,Joey Bart,Total Singles,Under,0.5,-140,BetMGM
1522,2025-05-17,Andrew McCutchen,Total Singles,Over,0.5,+110,BetMGM
1523,2025-05-17,Andrew McCutchen,Total Singles,Under,0.5,-145,BetMGM
1524,2025-05-17,J.T. Realmuto,Total Singles,Over,0.5,-110,BetMGM
1525,2025-05-17,J.T. Realmuto,Total Singles,Under,0.5,-118,BetMGM
1526,2025-05-17,Nick Castellanos,Total Singles,Over,0.5,-145,BetMGM
1527,2025-05-17,Nick Castellanos,Total Singles,Under,0.5,+110,BetMGM
1528,2025-05-17,Kyle Schwarber,Total Singles,Over,0.5,+160,BetMGM
1529,2025-05-17,Kyle Schwarber,Total Singles,Under,0.5,-210,BetMGM
1530,2025-05-17,Bryson Stott,Total Singles,Over,0.5,-135,BetMGM
1531,2025-05-17,Bryson Stott,Total Singles,Under,0.5,+105,BetMGM
1532,2025-05-17,Max Kepler,Total Singles,Over,0.5,+125,BetMGM
1533,2025-05-17,Max Kepler,Total Singles,Under,0.5,-165,BetMGM
1534,2025-05-17,Alec Bohm,Total Singles,Over,0.5,-145,BetMGM
1535,2025-05-17,Alec Bohm,Total Singles,Under,0.5,+110,BetMGM
1536,2025-05-17,Isiah Kiner-Falefa,Total Singles,Over,0.5,-135,BetMGM
1537,2025-05-17,Isiah Kiner-Falefa,Total Singles,Under,0.5,+100,BetMGM
1538,2025-05-17,Jared Triolo,Total Singles,Over,0.5,+155,BetMGM
1539,2025-05-17,Jared Triolo,Total Singles,Under,0.5,-210,BetMGM
1540,2025-05-17,Brandon Marsh,Total Singles,Over,0.5,+130,BetMGM
1541,2025-05-17,Brandon Marsh,Total Singles,Under,0.5,-165,BetMGM
1542,2025-05-17,Bryce Harper,Total Singles,Over,0.5,+105,BetMGM
1543,2025-05-17,Bryce Harper,Total Singles,Under,0.5,-140,BetMGM
1544,2025-05-17,Bryan Reynolds,Total Singles,Over,0.5,+105,BetMGM
1545,2025-05-17,Bryan Reynolds,Total Singles,Under,0.5,-135,BetMGM
1546,2025-05-17,Trea Turner,Total Singles,Over,0.5,-160,BetMGM
1547,2025-05-17,Trea Turner,Total Singles,Under,0.5,+120,BetMGM
1548,2025-05-17,Matt Gorski,Total Singles,Over,0.5,+155,BetMGM
1549,2025-05-17,Matt Gorski,Total Singles,Under,0.5,-210,BetMGM
1550,2025-05-17,Angel Martinez,Total Singles,Over,0.5,-115,BetMGM
1551,2025-05-17,Angel Martinez,Total Singles,Under,0.5,-110,BetMGM
1552,2025-05-17,Santiago Espinal,Total Singles,Over,0.5,-145,BetMGM
1553,2025-05-17,Santiago Espinal,Total Singles,Under,0.5,+110,BetMGM
1554,2025-05-17,Gabriel Arias,Total Singles,Over,0.5,-115,BetMGM
1555,2025-05-17,Gabriel Arias,Total Singles,Under,0.5,-110,BetMGM
1556,2025-05-17,Nolan Jones,Total Singles,Over,0.5,+130,BetMGM
1557,2025-05-17,Nolan Jones,Total Singles,Under,0.5,-165,BetMGM
1558,2025-05-17,Carlos Santana,Total Singles,Over,0.5,+120,BetMGM
1559,2025-05-17,Carlos Santana,Total Singles,Under,0.5,-160,BetMGM
1560,2025-05-17,TJ Friedl,Total Singles,Over,0.5,+125,BetMGM
1561,2025-05-17,TJ Friedl,Total Singles,Under,0.5,-165,BetMGM
1562,2025-05-17,Gavin Lux,Total Singles,Over,0.5,+110,BetMGM
1563,2025-05-17,Gavin Lux,Total Singles,Under,0.5,-145,BetMGM
1564,2025-05-17,Matt McLain,Total Singles,Over,0.5,+155,BetMGM
1565,2025-05-17,Matt McLain,Total Singles,Under,0.5,-200,BetMGM
1566,2025-05-17,Kyle Manzardo,Total Singles,Over,0.5,+120,BetMGM
1567,2025-05-17,Kyle Manzardo,Total Singles,Under,0.5,-160,BetMGM
1568,2025-05-17,Steven Kwan,Total Singles,Over,0.5,-200,BetMGM
1569,2025-05-17,Steven Kwan,Total Singles,Under,0.5,+155,BetMGM
1570,2025-05-17,José Ramírez,Total Singles,Over,0.5,-130,BetMGM
1571,2025-05-17,José Ramírez,Total Singles,Under,0.5,+100,BetMGM
1572,2025-05-17,Spencer Steer,Total Singles,Over,0.5,+125,BetMGM
1573,2025-05-17,Spencer Steer,Total Singles,Under,0.5,-160,BetMGM
1574,2025-05-17,Will Benson,Total Singles,Over,0.5,+250,BetMGM
1575,2025-05-17,Will Benson,Total Singles,Under,0.5,-350,BetMGM
1576,2025-05-17,Elly De La Cruz,Total Singles,Over,0.5,+105,BetMGM
1577,2025-05-17,Elly De La Cruz,Total Singles,Under,0.5,-140,BetMGM
1578,2025-05-17,Jose Trevino,Total Singles,Over,0.5,+100,BetMGM
1579,2025-05-17,Jose Trevino,Total Singles,Under,0.5,-135,BetMGM
1580,2025-05-17,Austin Hays,Total Singles,Over,0.5,+110,BetMGM
1581,2025-05-17,Austin Hays,Total Singles,Under,0.5,-145,BetMGM
1582,2025-05-17,Daniel Schneemann,Total Singles,Over,0.5,+110,BetMGM
1583,2025-05-17,Daniel Schneemann,Total Singles,Under,0.5,-145,BetMGM
1584,2025-05-17,Bo Naylor,Total Singles,Over,0.5,+150,BetMGM
1585,2025-05-17,Bo Naylor,Total Singles,Under,0.5,-200,BetMGM
1586,2025-05-17,Jake Meyers,Total Singles,Over,0.5,-118,BetMGM
1587,2025-05-17,Jake Meyers,Total Singles,Under,0.5,-110,BetMGM
1588,2025-05-17,Christian Walker,Total Singles,Over,0.5,+100,BetMGM
1589,2025-05-17,Christian Walker,Total Singles,Under,0.5,-135,BetMGM
1590,2025-05-17,Isaac Paredes,Total Singles,Over,0.5,+110,BetMGM
1591,2025-05-17,Isaac Paredes,Total Singles,Under,0.5,-145,BetMGM
1592,2025-05-17,Marcus Semien,Total Singles,Over,0.5,+145,BetMGM
1593,2025-05-17,Marcus Semien,Total Singles,Under,0.5,-190,BetMGM
1594,2025-05-17,José Altuve,Total Singles,Over,0.5,-130,BetMGM
1595,2025-05-17,José Altuve,Total Singles,Under,0.5,+100,BetMGM
1596,2025-05-17,Yainer Diaz,Total Singles,Over,0.5,-155,BetMGM
1597,2025-05-17,Yainer Diaz,Total Singles,Under,0.5,+115,BetMGM
1598,2025-05-17,Adolis García,Total Singles,Over,0.5,+160,BetMGM
1599,2025-05-17,Adolis García,Total Singles,Under,0.5,-210,BetMGM
1600,2025-05-17,Evan Carter,Total Singles,Over,0.5,+175,BetMGM
1601,2025-05-17,Evan Carter,Total Singles,Under,0.5,-235,BetMGM
1602,2025-05-17,Zach Dezenzo,Total Singles,Over,0.5,+120,BetMGM
1603,2025-05-17,Zach Dezenzo,Total Singles,Under,0.5,-160,BetMGM
1604,2025-05-17,Wyatt Langford,Total Singles,Over,0.5,+135,BetMGM
1605,2025-05-17,Wyatt Langford,Total Singles,Under,0.5,-175,BetMGM
1606,2025-05-17,Josh H. Smith,Total Singles,Over,0.5,+105,BetMGM
1607,2025-05-17,Josh H. Smith,Total Singles,Under,0.5,-140,BetMGM
1608,2025-05-17,Jeremy Pena,Total Singles,Over,0.5,-160,BetMGM
1609,2025-05-17,Jeremy Pena,Total Singles,Under,0.5,+125,BetMGM
1610,2025-05-17,Victor Caratini,Total Singles,Over,0.5,+100,BetMGM
1611,2025-05-17,Victor Caratini,Total Singles,Under,0.5,-130,BetMGM
1612,2025-05-17,Josh Jung,Total Singles,Over,0.5,+105,BetMGM
1613,2025-05-17,Josh Jung,Total Singles,Under,0.5,-135,BetMGM
1614,2025-05-17,Jake Burger,Total Singles,Over,0.5,+170,BetMGM
1615,2025-05-17,Jake Burger,Total Singles,Under,0.5,-225,BetMGM
1616,2025-05-17,Joc Pederson,Total Singles,Over,0.5,+195,BetMGM
1617,2025-05-17,Joc Pederson,Total Singles,Under,0.5,-275,BetMGM
1618,2025-05-17,Cam Smith,Total Singles,Over,0.5,+110,BetMGM
1619,2025-05-17,Cam Smith,Total Singles,Under,0.5,-145,BetMGM
1620,2025-05-17,Kyle Higashioka,Total Singles,Over,0.5,+200,BetMGM
1621,2025-05-17,Kyle Higashioka,Total Singles,Under,0.5,-275,BetMGM
1622,2025-05-17,Vinnie Pasquantino,Total Singles,Over,0.5,-118,BetMGM
1623,2025-05-17,Vinnie Pasquantino,Total Singles,Under,0.5,-110,BetMGM
1624,2025-05-17,Michael Massey,Total Singles,Over,0.5,+100,BetMGM
1625,2025-05-17,Michael Massey,Total Singles,Under,0.5,-135,BetMGM
1626,2025-05-17,Kyle Isbel,Total Singles,Over,0.5,+110,BetMGM
1627,2025-05-17,Kyle Isbel,Total Singles,Under,0.5,-145,BetMGM
1628,2025-05-17,Jonathan India,Total Singles,Over,0.5,-130,BetMGM
1629,2025-05-17,Jonathan India,Total Singles,Under,0.5,+100,BetMGM
1630,2025-05-17,Salvador Perez,Total Singles,Over,0.5,-120,BetMGM
1631,2025-05-17,Salvador Perez,Total Singles,Under,0.5,-110,BetMGM
1632,2025-05-17,Maikel Garcia,Total Singles,Over,0.5,-160,BetMGM
1633,2025-05-17,Maikel Garcia,Total Singles,Under,0.5,+125,BetMGM
1634,2025-05-17,Nolan Arenado,Total Singles,Over,0.5,-120,BetMGM
1635,2025-05-17,Nolan Arenado,Total Singles,Under,0.5,-110,BetMGM
1636,2025-05-17,Willson Contreras,Total Singles,Over,0.5,-110,BetMGM
1637,2025-05-17,Willson Contreras,Total Singles,Under,0.5,-118,BetMGM
1638,2025-05-17,Ivan Herrera,Total Singles,Over,0.5,-125,BetMGM
1639,2025-05-17,Ivan Herrera,Total Singles,Under,0.5,-105,BetMGM
1640,2025-05-17,Masyn Winn,Total Singles,Over,0.5,-118,BetMGM
1641,2025-05-17,Masyn Winn,Total Singles,Under,0.5,-110,BetMGM
1642,2025-05-17,Jordan Walker,Total Singles,Over,0.5,+100,BetMGM
1643,2025-05-17,Jordan Walker,Total Singles,Under,0.5,-135,BetMGM
1644,2025-05-17,Victor Scott,Total Singles,Over,0.5,+115,BetMGM
1645,2025-05-17,Victor Scott,Total Singles,Under,0.5,-150,BetMGM
1646,2025-05-17,Pedro Pages,Total Singles,Over,0.5,-105,BetMGM
1647,2025-05-17,Pedro Pages,Total Singles,Under,0.5,-125,BetMGM
1648,2025-05-17,Brendan Donovan,Total Singles,Over,0.5,-165,BetMGM
1649,2025-05-17,Brendan Donovan,Total Singles,Under,0.5,+125,BetMGM
1650,2025-05-17,Lars Nootbaar,Total Singles,Over,0.5,-140,BetMGM
1651,2025-05-17,Lars Nootbaar,Total Singles,Under,0.5,+105,BetMGM
1652,2025-05-17,Bobby Witt Jr.,Total Singles,Over,0.5,-160,BetMGM
1653,2025-05-17,Bobby Witt Jr.,Total Singles,Under,0.5,+125,BetMGM
1654,2025-05-17,Cavan Biggio,Total Singles,Over,0.5,+125,BetMGM
1655,2025-05-17,Cavan Biggio,Total Singles,Under,0.5,-165,BetMGM
1656,2025-05-17,Austin Riley,Total Singles,Over,0.5,-105,BetMGM
1657,2025-05-17,Austin Riley,Total Singles,Under,0.5,-120,BetMGM
1658,2025-05-17,Nick Allen,Total Singles,Over,0.5,-105,BetMGM
1659,2025-05-17,Nick Allen,Total Singles,Under,0.5,-120,BetMGM
1660,2025-05-17,Jarren Duran,Total Singles,Over,0.5,-118,BetMGM
1661,2025-05-17,Jarren Duran,Total Singles,Under,0.5,-110,BetMGM
1662,2025-05-17,Eli White,Total Singles,Over,0.5,+100,BetMGM
1663,2025-05-17,Eli White,Total Singles,Under,0.5,-130,BetMGM
1664,2025-05-17,Marcell Ozuna,Total Singles,Over,0.5,+105,BetMGM
1665,2025-05-17,Marcell Ozuna,Total Singles,Under,0.5,-140,BetMGM
1666,2025-05-17,Alex Verdugo,Total Singles,Over,0.5,-130,BetMGM
1667,2025-05-17,Alex Verdugo,Total Singles,Under,0.5,+100,BetMGM
1668,2025-05-17,Wilyer Abreu,Total Singles,Over,0.5,+145,BetMGM
1669,2025-05-17,Wilyer Abreu,Total Singles,Under,0.5,-190,BetMGM
1670,2025-05-17,Ozzie Albies,Total Singles,Over,0.5,+100,BetMGM
1671,2025-05-17,Ozzie Albies,Total Singles,Under,0.5,-130,BetMGM
1672,2025-05-17,Matt Olson,Total Singles,Over,0.5,+135,BetMGM
1673,2025-05-17,Matt Olson,Total Singles,Under,0.5,-185,BetMGM
1674,2025-05-17,Rafael Devers,Total Singles,Over,0.5,+120,BetMGM
1675,2025-05-17,Rafael Devers,Total Singles,Under,0.5,-155,BetMGM
1676,2025-05-17,Trevor Story,Total Singles,Over,0.5,+120,BetMGM
1677,2025-05-17,Trevor Story,Total Singles,Under,0.5,-155,BetMGM
1678,2025-05-17,Michael Harris,Total Singles,Over,0.5,-115,BetMGM
1679,2025-05-17,Michael Harris,Total Singles,Under,0.5,-115,BetMGM
1680,2025-05-17,Ceddanne Rafaela,Total Singles,Over,0.5,+115,BetMGM
1681,2025-05-17,Ceddanne Rafaela,Total Singles,Under,0.5,-150,BetMGM
1682,2025-05-17,Kristian Campbell,Total Singles,Over,0.5,+115,BetMGM
1683,2025-05-17,Kristian Campbell,Total Singles,Under,0.5,-150,BetMGM
1684,2025-05-17,Ty France,Total Singles,Over,0.5,-115,BetMGM
1685,2025-05-17,Ty France,Total Singles,Under,0.5,-110,BetMGM
1686,2025-05-17,Harrison Bader,Total Singles,Over,0.5,+115,BetMGM
1687,2025-05-17,Harrison Bader,Total Singles,Under,0.5,-155,BetMGM
1688,2025-05-17,Kody Clemens,Total Singles,Over,0.5,+140,BetMGM
1689,2025-05-17,Kody Clemens,Total Singles,Under,0.5,-190,BetMGM
1690,2025-05-17,Trevor Larnach,Total Singles,Over,0.5,-110,BetMGM
1691,2025-05-17,Trevor Larnach,Total Singles,Under,0.5,-115,BetMGM
1692,2025-05-17,Christian Yelich,Total Singles,Over,0.5,-118,BetMGM
1693,2025-05-17,Christian Yelich,Total Singles,Under,0.5,-110,BetMGM
1694,2025-05-17,Brice Turang,Total Singles,Over,0.5,-160,BetMGM
1695,2025-05-17,Brice Turang,Total Singles,Under,0.5,+125,BetMGM
1696,2025-05-17,Sal Frelick,Total Singles,Over,0.5,-110,BetMGM
1697,2025-05-17,Sal Frelick,Total Singles,Under,0.5,-115,BetMGM
1698,2025-05-17,Brooks Lee,Total Singles,Over,0.5,-105,BetMGM
1699,2025-05-17,Brooks Lee,Total Singles,Under,0.5,-120,BetMGM
1700,2025-05-17,Caleb Durbin,Total Singles,Over,0.5,+140,BetMGM
1701,2025-05-17,Caleb Durbin,Total Singles,Under,0.5,-185,BetMGM
1702,2025-05-17,Jackson Chourio,Total Singles,Over,0.5,+100,BetMGM
1703,2025-05-17,Jackson Chourio,Total Singles,Under,0.5,-135,BetMGM
1704,2025-05-17,Joseph Ortiz,Total Singles,Over,0.5,+120,BetMGM
1705,2025-05-17,Joseph Ortiz,Total Singles,Under,0.5,-155,BetMGM
1706,2025-05-17,Rhys Hoskins,Total Singles,Over,0.5,+170,BetMGM
1707,2025-05-17,Rhys Hoskins,Total Singles,Under,0.5,-225,BetMGM
1708,2025-05-17,William Contreras,Total Singles,Over,0.5,-120,BetMGM
1709,2025-05-17,William Contreras,Total Singles,Under,0.5,-105,BetMGM
1710,2025-05-17,Ryan Jeffers,Total Singles,Over,0.5,+100,BetMGM
1711,2025-05-17,Ryan Jeffers,Total Singles,Under,0.5,-135,BetMGM
1712,2025-05-17,Jake Bauers,Total Singles,Over,0.5,+200,BetMGM
1713,2025-05-17,Jake Bauers,Total Singles,Under,0.5,-275,BetMGM
1714,2025-05-17,Alex Bregman,Total Singles,Over,0.5,+110,BetMGM
1715,2025-05-17,Alex Bregman,Total Singles,Under,0.5,-145,BetMGM
1716,2025-05-17,DaShawn Keirsey,Total Singles,Over,0.5,+120,BetMGM
1717,2025-05-17,DaShawn Keirsey,Total Singles,Under,0.5,-155,BetMGM
1718,2025-05-17,Christian Vázquez,Total Singles,Over,0.5,+110,BetMGM
1719,2025-05-17,Christian Vázquez,Total Singles,Under,0.5,-150,BetMGM
1720,2025-05-17,Abraham Toro,Total Singles,Over,0.5,+105,BetMGM
1721,2025-05-17,Abraham Toro,Total Singles,Under,0.5,-135,BetMGM
1722,2025-05-17,Carlos Narvaez,Total Singles,Over,0.5,+135,BetMGM
1723,2025-05-17,Carlos Narvaez,Total Singles,Under,0.5,-175,BetMGM
1724,2025-05-17,Royce Lewis,Total Singles,Over,0.5,+120,BetMGM
1725,2025-05-17,Royce Lewis,Total Singles,Under,0.5,-155,BetMGM
1726,2025-05-17,Drake Baldwin,Total Singles,Over,0.5,-105,BetMGM
1727,2025-05-17,Drake Baldwin,Total Singles,Under,0.5,-125,BetMGM
1728,2025-05-17,Jose Tena,Total Doubles,Over,0.5,+400,BetMGM
1729,2025-05-17,Jose Tena,Total Doubles,Under,0.5,-625,BetMGM
1730,2025-05-17,Keibert Ruiz,Total Doubles,Over,0.5,+325,BetMGM
1731,2025-05-17,Keibert Ruiz,Total Doubles,Under,0.5,-500,BetMGM
1732,2025-05-17,CJ Abrams,Total Doubles,Over,0.5,+310,BetMGM
1733,2025-05-17,CJ Abrams,Total Doubles,Under,0.5,-450,BetMGM
1734,2025-05-17,Jacob Young,Total Doubles,Over,0.5,+550,BetMGM
1735,2025-05-17,Jacob Young,Total Doubles,Under,0.5,-1000,BetMGM
1736,2025-05-17,Dylan Crews,Total Doubles,Over,0.5,+400,BetMGM
1737,2025-05-17,Dylan Crews,Total Doubles,Under,0.5,-650,BetMGM
1738,2025-05-17,Luis García,Total Doubles,Over,0.5,+360,BetMGM
1739,2025-05-17,Luis García,Total Doubles,Under,0.5,-550,BetMGM
1740,2025-05-17,James Wood,Total Doubles,Over,0.5,+375,BetMGM
1741,2025-05-17,James Wood,Total Doubles,Under,0.5,-600,BetMGM
1742,2025-05-17,Ramón Urias,Total Doubles,Over,0.5,+400,BetMGM
1743,2025-05-17,Ramón Urias,Total Doubles,Under,0.5,-625,BetMGM
1744,2025-05-17,Cedric Mullins,Total Doubles,Over,0.5,+375,BetMGM
1745,2025-05-17,Cedric Mullins,Total Doubles,Under,0.5,-600,BetMGM
1746,2025-05-17,Ryan O'Hearn,Total Doubles,Over,0.5,+340,BetMGM
1747,2025-05-17,Ryan O'Hearn,Total Doubles,Under,0.5,-525,BetMGM
1748,2025-05-17,Ramón Laureano,Total Doubles,Over,0.5,+450,BetMGM
1749,2025-05-17,Ramón Laureano,Total Doubles,Under,0.5,-700,BetMGM
1750,2025-05-17,Jackson Holliday,Total Doubles,Over,0.5,+350,BetMGM
1751,2025-05-17,Jackson Holliday,Total Doubles,Under,0.5,-550,BetMGM
1752,2025-05-17,Nathaniel Lowe,Total Doubles,Over,0.5,+400,BetMGM
1753,2025-05-17,Nathaniel Lowe,Total Doubles,Under,0.5,-625,BetMGM
1754,2025-05-17,Heston Kjerstad,Total Doubles,Over,0.5,+350,BetMGM
1755,2025-05-17,Heston Kjerstad,Total Doubles,Under,0.5,-550,BetMGM
1756,2025-05-17,Maverick Handley,Total Doubles,Over,0.5,+575,BetMGM
1757,2025-05-17,Maverick Handley,Total Doubles,Under,0.5,-1100,BetMGM
1758,2025-05-17,Josh Bell,Total Doubles,Over,0.5,+400,BetMGM
1759,2025-05-17,Josh Bell,Total Doubles,Under,0.5,-625,BetMGM
1760,2025-05-17,Adley Rutschman,Total Doubles,Over,0.5,+300,BetMGM
1761,2025-05-17,Adley Rutschman,Total Doubles,Under,0.5,-450,BetMGM
1762,2025-05-17,Gunnar Henderson,Total Doubles,Over,0.5,+290,BetMGM
1763,2025-05-17,Gunnar Henderson,Total Doubles,Under,0.5,-450,BetMGM
1764,2025-05-17,Jesús Sánchez,Total Doubles,Over,0.5,+425,BetMGM
1765,2025-05-17,Jesús Sánchez,Total Doubles,Under,0.5,-650,BetMGM
1766,2025-05-17,Danny Jansen,Total Doubles,Over,0.5,+450,BetMGM
1767,2025-05-17,Danny Jansen,Total Doubles,Under,0.5,-750,BetMGM
1768,2025-05-17,Jonathan Aranda,Total Doubles,Over,0.5,+350,BetMGM
1769,2025-05-17,Jonathan Aranda,Total Doubles,Under,0.5,-525,BetMGM
1770,2025-05-17,Yandy Díaz,Total Doubles,Over,0.5,+425,BetMGM
1771,2025-05-17,Yandy Díaz,Total Doubles,Under,0.5,-650,BetMGM
1772,2025-05-17,Brandon Lowe,Total Doubles,Over,0.5,+400,BetMGM
1773,2025-05-17,Brandon Lowe,Total Doubles,Under,0.5,-625,BetMGM
1774,2025-05-17,Taylor Walls,Total Doubles,Over,0.5,+475,BetMGM
1775,2025-05-17,Taylor Walls,Total Doubles,Under,0.5,-800,BetMGM
1776,2025-05-17,Josh Lowe,Total Doubles,Over,0.5,+325,BetMGM
1777,2025-05-17,Josh Lowe,Total Doubles,Under,0.5,-500,BetMGM
1778,2025-05-17,Matt Mervis,Total Doubles,Over,0.5,+650,BetMGM
1779,2025-05-17,Matt Mervis,Total Doubles,Under,0.5,-1400,BetMGM
1780,2025-05-17,Connor Norby,Total Doubles,Over,0.5,+450,BetMGM
1781,2025-05-17,Connor Norby,Total Doubles,Under,0.5,-700,BetMGM
1782,2025-05-17,Kameron Misner,Total Doubles,Over,0.5,+425,BetMGM
1783,2025-05-17,Kameron Misner,Total Doubles,Under,0.5,-700,BetMGM
1784,2025-05-17,Eric Wagaman,Total Doubles,Over,0.5,+450,BetMGM
1785,2025-05-17,Eric Wagaman,Total Doubles,Under,0.5,-750,BetMGM
1786,2025-05-17,Chandler Simpson,Total Doubles,Over,0.5,+500,BetMGM
1787,2025-05-17,Chandler Simpson,Total Doubles,Under,0.5,-900,BetMGM
1788,2025-05-17,Kyle Stowers,Total Doubles,Over,0.5,+500,BetMGM
1789,2025-05-17,Kyle Stowers,Total Doubles,Under,0.5,-800,BetMGM
1790,2025-05-17,Ronny Simon,Total Doubles,Over,0.5,+525,BetMGM
1791,2025-05-17,Ronny Simon,Total Doubles,Under,0.5,-1000,BetMGM
1792,2025-05-17,Jose Caballero,Total Doubles,Over,0.5,+450,BetMGM
1793,2025-05-17,Jose Caballero,Total Doubles,Under,0.5,-700,BetMGM
1794,2025-05-17,Nick Fortes,Total Doubles,Over,0.5,+575,BetMGM
1795,2025-05-17,Nick Fortes,Total Doubles,Under,0.5,-1100,BetMGM
1796,2025-05-17,Liam Hicks,Total Doubles,Over,0.5,+500,BetMGM
1797,2025-05-17,Liam Hicks,Total Doubles,Under,0.5,-900,BetMGM
1798,2025-05-17,Javier Sanoja,Total Doubles,Over,0.5,+575,BetMGM
1799,2025-05-17,Javier Sanoja,Total Doubles,Under,0.5,-1100,BetMGM
1800,2025-05-17,Ke'Bryan Hayes,Total Doubles,Over,0.5,+500,BetMGM
1801,2025-05-17,Ke'Bryan Hayes,Total Doubles,Under,0.5,-900,BetMGM
