date,player,offerName,over_under,line,americanOdds,sportsbook,game_time
2025-08-20,Nneka Ogwumike,Points + Rebounds + Assists,Over,27.5,-103,BetOnline,2025-08-20T00:00:00
2025-08-20,Nneka Ogwumike,Points + Rebounds + Assists,Under,27.5,-125,BetOnline,2025-08-20T00:00:00
2025-08-20,Gabby Williams,Points + Rebounds + Assists,Over,19.5,100,BetOnline,2025-08-20T00:00:00
2025-08-20,Gabby Williams,Points + Rebounds + Assists,Under,19.5,-130,BetOnline,2025-08-20T00:00:00
2025-08-20,Ariel Atkins,Points + Rebounds + Assists,Over,16.5,-125,BetOnline,2025-08-20T00:00:00
2025-08-20,Ariel Atkins,Points + Rebounds + Assists,Under,16.5,-103,BetOnline,2025-08-20T00:00:00
2025-08-20,A'ja Wilson,Points + Rebounds + Assists,Over,38.5,-114,BetOnline,2025-08-20T02:00:00
2025-08-20,A'ja Wilson,Points + Rebounds + Assists,Under,38.5,-114,BetOnline,2025-08-20T02:00:00
2025-08-20,Alyssa Thomas,Points + Rebounds + Assists,Over,32.5,-112,BetOnline,2025-08-20T02:00:00
2025-08-20,Alyssa Thomas,Points + Rebounds + Assists,Under,32.5,-115,BetOnline,2025-08-20T02:00:00
2025-08-20,Tiffany Hayes,Points + Rebounds + Assists,Over,19.5,-110,BetOnline,2025-08-20T02:00:00
2025-08-20,Tiffany Hayes,Points + Rebounds + Assists,Under,19.5,-118,BetOnline,2025-08-20T02:00:00
2025-08-20,Jackie Young,Points + Rebounds + Assists,Over,25.5,-123,BetOnline,2025-08-20T02:00:00
2025-08-20,Jackie Young,Points + Rebounds + Assists,Under,25.5,-104,BetOnline,2025-08-20T02:00:00
2025-08-20,Allisha Gray,Points + Rebounds + Assists,Over,25.5,-120,BetOnline,2025-08-20T02:00:00
2025-08-20,Allisha Gray,Points + Rebounds + Assists,Under,25.5,-108,BetOnline,2025-08-20T02:00:00
2025-08-20,Rhyne Howard,Points + Rebounds + Assists,Over,24.5,-120,BetOnline,2025-08-20T02:00:00
2025-08-20,Rhyne Howard,Points + Rebounds + Assists,Under,24.5,-108,BetOnline,2025-08-20T02:00:00
2025-08-20,Satou Sabally,Points + Rebounds + Assists,Over,23.5,-114,BetOnline,2025-08-20T02:00:00
2025-08-20,Satou Sabally,Points + Rebounds + Assists,Under,23.5,-114,BetOnline,2025-08-20T02:00:00
2025-08-20,Veronica Burton,Points + Rebounds + Assists,Over,20.5,-114,BetOnline,2025-08-20T02:00:00
2025-08-20,Veronica Burton,Points + Rebounds + Assists,Under,20.5,-114,BetOnline,2025-08-20T02:00:00
2025-08-21,Paige Bueckers,Points + Rebounds + Assists,Over,28.5,-118,BetOnline,2025-08-21T02:00:00
2025-08-21,Paige Bueckers,Points + Rebounds + Assists,Under,28.5,-110,BetOnline,2025-08-21T02:00:00
2025-08-21,Dearica Hamby,Points + Rebounds + Assists,Over,28.5,-105,BetOnline,2025-08-21T02:00:00
2025-08-21,Dearica Hamby,Points + Rebounds + Assists,Under,28.5,-123,BetOnline,2025-08-21T02:00:00
2025-08-21,Kelsey Plum,Points + Rebounds + Assists,Over,29.5,-101,BetOnline,2025-08-21T02:00:00
2025-08-21,Kelsey Plum,Points + Rebounds + Assists,Under,29.5,-128,BetOnline,2025-08-21T02:00:00
2025-08-21,Julie Allemand,Points + Rebounds + Assists,Over,17.5,-106,BetOnline,2025-08-21T02:00:00
2025-08-21,Julie Allemand,Points + Rebounds + Assists,Under,17.5,-122,BetOnline,2025-08-21T02:00:00
2025-08-21,Cameron Brink,Points + Rebounds + Assists,Over,10.5,-122,BetOnline,2025-08-21T02:00:00
2025-08-21,Cameron Brink,Points + Rebounds + Assists,Under,10.5,-106,BetOnline,2025-08-21T02:00:00
