"player","team","stat","threshold","threshold_label","probability","probability_percent","american_odds","under_probability","under_probability_percent","under_american_odds"
Aari McDonald,IND,"3-Pointers",1,"1+",0.0172,1.72,5714,0.9828,98.28,-5714
Aari McDonald,IND,"3-Pointers",2,"2+",0.0013,0.13,76823,0.9987,99.87,-76823
Aari McDonald,IND,Assists,1,"1+",0.0876,8.76,1042,0.9124,91.24,-1042
Aari McDonald,IND,Assists,2,"2+",0.0260,2.60,3746,0.9740,97.40,-3746
Aari McDonald,IND,Assists,3,"3+",0.0075,0.75,13233,0.9925,99.25,-13233
Aari McDonald,IND,Assists,4,"4+",0.0029,0.29,34383,0.9971,99.71,-34383
Aari McDonald,IND,Assists,5,"5+",0.0014,0.14,71329,0.9986,99.86,-71329
Aari McDonald,IND,Assists,6,"6+",0.0002,0.02,499900,0.9998,99.98,-499900
Aari McDonald,IND,PA,1,"1+",0.3122,31.22,220,0.6878,68.78,-220
Aari McDonald,IND,PA,2,"2+",0.1525,15.25,556,0.8475,84.75,-556
Aari McDonald,IND,PA,3,"3+",0.0721,7.21,1287,0.9279,92.79,-1287
Aari McDonald,IND,PA,4,"4+",0.0402,4.02,2388,0.9598,95.98,-2388
Aari McDonald,IND,PA,5,"5+",0.0271,2.71,3590,0.9729,97.29,-3590
Aari McDonald,IND,PA,6,"6+",0.0166,1.66,5924,0.9834,98.34,-5924
Aari McDonald,IND,PA,7,"7+",0.0104,1.04,9515,0.9896,98.96,-9515
Aari McDonald,IND,PA,8,"8+",0.0057,0.57,17444,0.9943,99.43,-17444
Aari McDonald,IND,PA,9,"9+",0.0035,0.35,28471,0.9965,99.65,-28471
Aari McDonald,IND,PA,10,"10+",0.0023,0.23,43378,0.9977,99.77,-43378
Aari McDonald,IND,PA,11,"11+",0.0017,0.17,58724,0.9983,99.83,-58724
Aari McDonald,IND,PA,12,"12+",0.0013,0.13,76823,0.9987,99.87,-76823
Aari McDonald,IND,PA,13,"13+",0.0009,0.09,111011,0.9991,99.91,-111011
Aari McDonald,IND,PA,14,"14+",0.0004,0.04,249900,0.9996,99.96,-249900
Aari McDonald,IND,PA,15,"15+",0.0003,0.03,333233,0.9997,99.97,-333233
Aari McDonald,IND,PA,16,"16+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,PA,17,"17+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,Points,1,"1+",0.2969,29.69,237,0.7031,70.31,-237
Aari McDonald,IND,Points,2,"2+",0.1304,13.04,667,0.8696,86.96,-667
Aari McDonald,IND,Points,3,"3+",0.0580,5.80,1624,0.9420,94.20,-1624
Aari McDonald,IND,Points,4,"4+",0.0354,3.54,2725,0.9646,96.46,-2725
Aari McDonald,IND,Points,5,"5+",0.0238,2.38,4102,0.9762,97.62,-4102
Aari McDonald,IND,Points,6,"6+",0.0138,1.38,7146,0.9862,98.62,-7146
Aari McDonald,IND,Points,7,"7+",0.0081,0.81,12246,0.9919,99.19,-12246
Aari McDonald,IND,Points,8,"8+",0.0046,0.46,21639,0.9954,99.54,-21639
Aari McDonald,IND,Points,9,"9+",0.0031,0.31,32158,0.9969,99.69,-32158
Aari McDonald,IND,Points,10,"10+",0.0021,0.21,47519,0.9979,99.79,-47519
Aari McDonald,IND,Points,11,"11+",0.0013,0.13,76823,0.9987,99.87,-76823
Aari McDonald,IND,Points,12,"12+",0.0008,0.08,124900,0.9992,99.92,-124900
Aari McDonald,IND,Points,13,"13+",0.0006,0.06,166567,0.9994,99.94,-166567
Aari McDonald,IND,PR,1,"1+",0.3011,30.11,232,0.6989,69.89,-232
Aari McDonald,IND,PR,2,"2+",0.1342,13.42,645,0.8658,86.58,-645
Aari McDonald,IND,PR,3,"3+",0.0596,5.96,1578,0.9404,94.04,-1578
Aari McDonald,IND,PR,4,"4+",0.0371,3.71,2595,0.9629,96.29,-2595
Aari McDonald,IND,PR,5,"5+",0.0244,2.44,3998,0.9756,97.56,-3998
Aari McDonald,IND,PR,6,"6+",0.0147,1.47,6703,0.9853,98.53,-6703
Aari McDonald,IND,PR,7,"7+",0.0083,0.83,11948,0.9917,99.17,-11948
Aari McDonald,IND,PR,8,"8+",0.0042,0.42,23710,0.9958,99.58,-23710
Aari McDonald,IND,PR,9,"9+",0.0030,0.30,33233,0.9970,99.70,-33233
Aari McDonald,IND,PR,10,"10+",0.0022,0.22,45355,0.9978,99.78,-45355
Aari McDonald,IND,PR,11,"11+",0.0021,0.21,47519,0.9979,99.79,-47519
Aari McDonald,IND,PR,12,"12+",0.0012,0.12,83233,0.9988,99.88,-83233
Aari McDonald,IND,PR,13,"13+",0.0004,0.04,249900,0.9996,99.96,-249900
Aari McDonald,IND,PR,14,"14+",0.0002,0.02,499900,0.9998,99.98,-499900
Aari McDonald,IND,PRA,1,"1+",0.3137,31.37,219,0.6863,68.63,-219
Aari McDonald,IND,PRA,2,"2+",0.1564,15.64,539,0.8436,84.36,-539
Aari McDonald,IND,PRA,3,"3+",0.0733,7.33,1264,0.9267,92.67,-1264
Aari McDonald,IND,PRA,4,"4+",0.0436,4.36,2194,0.9564,95.64,-2194
Aari McDonald,IND,PRA,5,"5+",0.0282,2.82,3446,0.9718,97.18,-3446
Aari McDonald,IND,PRA,6,"6+",0.0183,1.83,5364,0.9817,98.17,-5364
Aari McDonald,IND,PRA,7,"7+",0.0106,1.06,9334,0.9894,98.94,-9334
Aari McDonald,IND,PRA,8,"8+",0.0056,0.56,17757,0.9944,99.44,-17757
Aari McDonald,IND,PRA,9,"9+",0.0032,0.32,31150,0.9968,99.68,-31150
Aari McDonald,IND,PRA,10,"10+",0.0023,0.23,43378,0.9977,99.77,-43378
Aari McDonald,IND,PRA,11,"11+",0.0018,0.18,55456,0.9982,99.82,-55456
Aari McDonald,IND,PRA,12,"12+",0.0014,0.14,71329,0.9986,99.86,-71329
Aari McDonald,IND,PRA,13,"13+",0.0009,0.09,111011,0.9991,99.91,-111011
Aari McDonald,IND,PRA,14,"14+",0.0007,0.07,142757,0.9993,99.93,-142757
Aari McDonald,IND,PRA,15,"15+",0.0002,0.02,499900,0.9998,99.98,-499900
Aari McDonald,IND,PRA,16,"16+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,PRA,17,"17+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,PRA,18,"18+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,RA,1,"1+",0.1117,11.17,795,0.8883,88.83,-795
Aari McDonald,IND,RA,2,"2+",0.0313,3.13,3095,0.9687,96.87,-3095
Aari McDonald,IND,RA,3,"3+",0.0096,0.96,10317,0.9904,99.04,-10317
Aari McDonald,IND,RA,4,"4+",0.0035,0.35,28471,0.9965,99.65,-28471
Aari McDonald,IND,RA,5,"5+",0.0016,0.16,62400,0.9984,99.84,-62400
Aari McDonald,IND,RA,6,"6+",0.0009,0.09,111011,0.9991,99.91,-111011
Aari McDonald,IND,RA,7,"7+",0.0001,0.01,999900,0.9999,99.99,-999900
Aari McDonald,IND,Rebounds,1,"1+",0.0260,2.60,3746,0.9740,97.40,-3746
Aari McDonald,IND,Rebounds,2,"2+",0.0025,0.25,39900,0.9975,99.75,-39900
Aari McDonald,IND,Rebounds,3,"3+",0.0007,0.07,142757,0.9993,99.93,-142757
Alanna Smith,MIN,"3-Pointers",1,"1+",0.6679,66.79,-201,0.3321,33.21,201
Alanna Smith,MIN,"3-Pointers",2,"2+",0.3594,35.94,178,0.6406,64.06,-178
Alanna Smith,MIN,"3-Pointers",3,"3+",0.1046,10.46,856,0.8954,89.54,-856
Alanna Smith,MIN,"3-Pointers",4,"4+",0.0371,3.71,2595,0.9629,96.29,-2595
Alanna Smith,MIN,"3-Pointers",5,"5+",0.0157,1.57,6269,0.9843,98.43,-6269
Alanna Smith,MIN,Assists,1,"1+",0.9486,94.86,-1846,0.0514,5.14,1846
Alanna Smith,MIN,Assists,2,"2+",0.8727,87.27,-686,0.1273,12.73,686
Alanna Smith,MIN,Assists,3,"3+",0.6678,66.78,-201,0.3322,33.22,201
Alanna Smith,MIN,Assists,4,"4+",0.4458,44.58,124,0.5542,55.42,-124
Alanna Smith,MIN,Assists,5,"5+",0.2387,23.87,319,0.7613,76.13,-319
Alanna Smith,MIN,Assists,6,"6+",0.1071,10.71,834,0.8929,89.29,-834
Alanna Smith,MIN,Assists,7,"7+",0.0486,4.86,1958,0.9514,95.14,-1958
Alanna Smith,MIN,Assists,8,"8+",0.0284,2.84,3421,0.9716,97.16,-3421
Alanna Smith,MIN,Assists,9,"9+",0.0157,1.57,6269,0.9843,98.43,-6269
Alanna Smith,MIN,Assists,10,"10+",0.0069,0.69,14393,0.9931,99.31,-14393
Alanna Smith,MIN,Assists,11,"11+",0.0028,0.28,35614,0.9972,99.72,-35614
Alanna Smith,MIN,Assists,12,"12+",0.0020,0.20,49900,0.9980,99.80,-49900
Alanna Smith,MIN,Double Double,1,Double Double,0.0420,4.20,2281,0.9580,95.80,-2281
Alanna Smith,MIN,PA,1,"1+",0.9924,99.24,-13058,0.0076,0.76,13058
Alanna Smith,MIN,PA,2,"2+",0.9885,98.85,-8596,0.0115,1.15,8596
Alanna Smith,MIN,PA,3,"3+",0.9820,98.20,-5456,0.0180,1.80,5456
Alanna Smith,MIN,PA,4,"4+",0.9725,97.25,-3536,0.0275,2.75,3536
Alanna Smith,MIN,PA,5,"5+",0.9640,96.40,-2678,0.0360,3.60,2678
Alanna Smith,MIN,PA,6,"6+",0.9522,95.22,-1992,0.0478,4.78,1992
Alanna Smith,MIN,PA,7,"7+",0.9415,94.15,-1609,0.0585,5.85,1609
Alanna Smith,MIN,PA,8,"8+",0.9240,92.40,-1216,0.0760,7.60,1216
Alanna Smith,MIN,PA,9,"9+",0.8979,89.79,-879,0.1021,10.21,879
Alanna Smith,MIN,PA,10,"10+",0.8518,85.18,-575,0.1482,14.82,575
Alanna Smith,MIN,PA,11,"11+",0.7967,79.67,-392,0.2033,20.33,392
Alanna Smith,MIN,PA,12,"12+",0.7315,73.15,-272,0.2685,26.85,272
Alanna Smith,MIN,PA,13,"13+",0.6644,66.44,-198,0.3356,33.56,198
Alanna Smith,MIN,PA,14,"14+",0.5957,59.57,-147,0.4043,40.43,147
Alanna Smith,MIN,PA,15,"15+",0.5269,52.69,-111,0.4731,47.31,111
Alanna Smith,MIN,PA,16,"16+",0.4576,45.76,119,0.5424,54.24,-119
Alanna Smith,MIN,PA,17,"17+",0.3886,38.86,157,0.6114,61.14,-157
Alanna Smith,MIN,PA,18,"18+",0.3251,32.51,208,0.6749,67.49,-208
Alanna Smith,MIN,PA,19,"19+",0.2644,26.44,278,0.7356,73.56,-278
Alanna Smith,MIN,PA,20,"20+",0.2124,21.24,371,0.7876,78.76,-371
Alanna Smith,MIN,PA,21,"21+",0.1715,17.15,483,0.8285,82.85,-483
Alanna Smith,MIN,PA,22,"22+",0.1330,13.30,652,0.8670,86.70,-652
Alanna Smith,MIN,PA,23,"23+",0.1044,10.44,858,0.8956,89.56,-858
Alanna Smith,MIN,PA,24,"24+",0.0798,7.98,1153,0.9202,92.02,-1153
Alanna Smith,MIN,PA,25,"25+",0.0616,6.16,1523,0.9384,93.84,-1523
Alanna Smith,MIN,PA,26,"26+",0.0489,4.89,1945,0.9511,95.11,-1945
Alanna Smith,MIN,PA,27,"27+",0.0418,4.18,2292,0.9582,95.82,-2292
Alanna Smith,MIN,PA,28,"28+",0.0338,3.38,2859,0.9662,96.62,-2859
Alanna Smith,MIN,PA,29,"29+",0.0287,2.87,3384,0.9713,97.13,-3384
Alanna Smith,MIN,PA,30,"30+",0.0238,2.38,4102,0.9762,97.62,-4102
Alanna Smith,MIN,PA,31,"31+",0.0209,2.09,4685,0.9791,97.91,-4685
Alanna Smith,MIN,PA,32,"32+",0.0180,1.80,5456,0.9820,98.20,-5456
Alanna Smith,MIN,PA,33,"33+",0.0155,1.55,6352,0.9845,98.45,-6352
Alanna Smith,MIN,PA,34,"34+",0.0132,1.32,7476,0.9868,98.68,-7476
Alanna Smith,MIN,PA,35,"35+",0.0111,1.11,8909,0.9889,98.89,-8909
Alanna Smith,MIN,PA,36,"36+",0.0081,0.81,12246,0.9919,99.19,-12246
Alanna Smith,MIN,PA,37,"37+",0.0060,0.60,16567,0.9940,99.40,-16567
Alanna Smith,MIN,PA,38,"38+",0.0047,0.47,21177,0.9953,99.53,-21177
Alanna Smith,MIN,PA,39,"39+",0.0038,0.38,26216,0.9962,99.62,-26216
Alanna Smith,MIN,PA,40,"40+",0.0031,0.31,32158,0.9969,99.69,-32158
Alanna Smith,MIN,Points,1,"1+",0.9737,97.37,-3702,0.0263,2.63,3702
Alanna Smith,MIN,Points,2,"2+",0.9586,95.86,-2315,0.0414,4.14,2315
Alanna Smith,MIN,Points,3,"3+",0.9469,94.69,-1783,0.0531,5.31,1783
Alanna Smith,MIN,Points,4,"4+",0.9329,93.29,-1390,0.0671,6.71,1390
Alanna Smith,MIN,Points,5,"5+",0.9131,91.31,-1051,0.0869,8.69,1051
Alanna Smith,MIN,Points,6,"6+",0.8728,87.28,-686,0.1272,12.72,686
Alanna Smith,MIN,Points,7,"7+",0.8110,81.10,-429,0.1890,18.90,429
Alanna Smith,MIN,Points,8,"8+",0.7383,73.83,-282,0.2617,26.17,282
Alanna Smith,MIN,Points,9,"9+",0.6737,67.37,-206,0.3263,32.63,206
Alanna Smith,MIN,Points,10,"10+",0.6036,60.36,-152,0.3964,39.64,152
Alanna Smith,MIN,Points,11,"11+",0.5352,53.52,-115,0.4648,46.48,115
Alanna Smith,MIN,Points,12,"12+",0.4630,46.30,116,0.5370,53.70,-116
Alanna Smith,MIN,Points,13,"13+",0.3930,39.30,154,0.6070,60.70,-154
Alanna Smith,MIN,Points,14,"14+",0.3263,32.63,206,0.6737,67.37,-206
Alanna Smith,MIN,Points,15,"15+",0.2648,26.48,278,0.7352,73.52,-278
Alanna Smith,MIN,Points,16,"16+",0.2111,21.11,374,0.7889,78.89,-374
Alanna Smith,MIN,Points,17,"17+",0.1683,16.83,494,0.8317,83.17,-494
Alanna Smith,MIN,Points,18,"18+",0.1312,13.12,662,0.8688,86.88,-662
Alanna Smith,MIN,Points,19,"19+",0.1007,10.07,893,0.8993,89.93,-893
Alanna Smith,MIN,Points,20,"20+",0.0765,7.65,1207,0.9235,92.35,-1207
Alanna Smith,MIN,Points,21,"21+",0.0587,5.87,1604,0.9413,94.13,-1604
Alanna Smith,MIN,Points,22,"22+",0.0472,4.72,2019,0.9528,95.28,-2019
Alanna Smith,MIN,Points,23,"23+",0.0413,4.13,2321,0.9587,95.87,-2321
Alanna Smith,MIN,Points,24,"24+",0.0351,3.51,2749,0.9649,96.49,-2749
Alanna Smith,MIN,Points,25,"25+",0.0289,2.89,3360,0.9711,97.11,-3360
Alanna Smith,MIN,Points,26,"26+",0.0241,2.41,4049,0.9759,97.59,-4049
Alanna Smith,MIN,Points,27,"27+",0.0190,1.90,5163,0.9810,98.10,-5163
Alanna Smith,MIN,Points,28,"28+",0.0155,1.55,6352,0.9845,98.45,-6352
Alanna Smith,MIN,Points,29,"29+",0.0128,1.28,7713,0.9872,98.72,-7713
Alanna Smith,MIN,Points,30,"30+",0.0099,0.99,10001,0.9901,99.01,-10001
Alanna Smith,MIN,PR,1,"1+",0.9927,99.27,-13599,0.0073,0.73,13599
Alanna Smith,MIN,PR,2,"2+",0.9885,98.85,-8596,0.0115,1.15,8596
Alanna Smith,MIN,PR,3,"3+",0.9845,98.45,-6352,0.0155,1.55,6352
Alanna Smith,MIN,PR,4,"4+",0.9791,97.91,-4685,0.0209,2.09,4685
Alanna Smith,MIN,PR,5,"5+",0.9728,97.28,-3576,0.0272,2.72,3576
Alanna Smith,MIN,PR,6,"6+",0.9634,96.34,-2632,0.0366,3.66,2632
Alanna Smith,MIN,PR,7,"7+",0.9541,95.41,-2079,0.0459,4.59,2079
Alanna Smith,MIN,PR,8,"8+",0.9459,94.59,-1748,0.0541,5.41,1748
Alanna Smith,MIN,PR,9,"9+",0.9298,92.98,-1325,0.0702,7.02,1325
Alanna Smith,MIN,PR,10,"10+",0.9052,90.52,-955,0.0948,9.48,955
Alanna Smith,MIN,PR,11,"11+",0.8728,87.28,-686,0.1272,12.72,686
Alanna Smith,MIN,PR,12,"12+",0.8292,82.92,-485,0.1708,17.08,485
Alanna Smith,MIN,PR,13,"13+",0.7756,77.56,-346,0.2244,22.44,346
Alanna Smith,MIN,PR,14,"14+",0.7163,71.63,-252,0.2837,28.37,252
Alanna Smith,MIN,PR,15,"15+",0.6530,65.30,-188,0.3470,34.70,188
Alanna Smith,MIN,PR,16,"16+",0.5851,58.51,-141,0.4149,41.49,141
Alanna Smith,MIN,PR,17,"17+",0.5234,52.34,-110,0.4766,47.66,110
Alanna Smith,MIN,PR,18,"18+",0.4579,45.79,118,0.5421,54.21,-118
Alanna Smith,MIN,PR,19,"19+",0.3968,39.68,152,0.6032,60.32,-152
Alanna Smith,MIN,PR,20,"20+",0.3322,33.22,201,0.6678,66.78,-201
Alanna Smith,MIN,PR,21,"21+",0.2744,27.44,264,0.7256,72.56,-264
Alanna Smith,MIN,PR,22,"22+",0.2240,22.40,346,0.7760,77.60,-346
Alanna Smith,MIN,PR,23,"23+",0.1811,18.11,452,0.8189,81.89,-452
Alanna Smith,MIN,PR,24,"24+",0.1418,14.18,605,0.8582,85.82,-605
Alanna Smith,MIN,PR,25,"25+",0.1114,11.14,798,0.8886,88.86,-798
Alanna Smith,MIN,PR,26,"26+",0.0888,8.88,1026,0.9112,91.12,-1026
Alanna Smith,MIN,PR,27,"27+",0.0711,7.11,1306,0.9289,92.89,-1306
Alanna Smith,MIN,PR,28,"28+",0.0568,5.68,1661,0.9432,94.32,-1661
Alanna Smith,MIN,PR,29,"29+",0.0466,4.66,2046,0.9534,95.34,-2046
Alanna Smith,MIN,PR,30,"30+",0.0388,3.88,2477,0.9612,96.12,-2477
Alanna Smith,MIN,PR,31,"31+",0.0331,3.31,2921,0.9669,96.69,-2921
Alanna Smith,MIN,PR,32,"32+",0.0282,2.82,3446,0.9718,97.18,-3446
Alanna Smith,MIN,PR,33,"33+",0.0242,2.42,4032,0.9758,97.58,-4032
Alanna Smith,MIN,PR,34,"34+",0.0199,1.99,4925,0.9801,98.01,-4925
Alanna Smith,MIN,PR,35,"35+",0.0171,1.71,5748,0.9829,98.29,-5748
Alanna Smith,MIN,PR,36,"36+",0.0140,1.40,7043,0.9860,98.60,-7043
Alanna Smith,MIN,PR,37,"37+",0.0116,1.16,8521,0.9884,98.84,-8521
Alanna Smith,MIN,PR,38,"38+",0.0101,1.01,9801,0.9899,98.99,-9801
Alanna Smith,MIN,PR,39,"39+",0.0080,0.80,12400,0.9920,99.20,-12400
Alanna Smith,MIN,PR,40,"40+",0.0064,0.64,15525,0.9936,99.36,-15525
Alanna Smith,MIN,PRA,1,"1+",0.9968,99.68,-31150,0.0032,0.32,31150
Alanna Smith,MIN,PRA,2,"2+",0.9952,99.52,-20733,0.0048,0.48,20733
Alanna Smith,MIN,PRA,3,"3+",0.9940,99.40,-16567,0.0060,0.60,16567
Alanna Smith,MIN,PRA,4,"4+",0.9904,99.04,-10317,0.0096,0.96,10317
Alanna Smith,MIN,PRA,5,"5+",0.9878,98.78,-8097,0.0122,1.22,8097
Alanna Smith,MIN,PRA,6,"6+",0.9847,98.47,-6436,0.0153,1.53,6436
Alanna Smith,MIN,PRA,7,"7+",0.9801,98.01,-4925,0.0199,1.99,4925
Alanna Smith,MIN,PRA,8,"8+",0.9731,97.31,-3617,0.0269,2.69,3617
Alanna Smith,MIN,PRA,9,"9+",0.9668,96.68,-2912,0.0332,3.32,2912
Alanna Smith,MIN,PRA,10,"10+",0.9589,95.89,-2333,0.0411,4.11,2333
Alanna Smith,MIN,PRA,11,"11+",0.9502,95.02,-1908,0.0498,4.98,1908
Alanna Smith,MIN,PRA,12,"12+",0.9358,93.58,-1458,0.0642,6.42,1458
Alanna Smith,MIN,PRA,13,"13+",0.9187,91.87,-1130,0.0813,8.13,1130
Alanna Smith,MIN,PRA,14,"14+",0.8964,89.64,-865,0.1036,10.36,865
Alanna Smith,MIN,PRA,15,"15+",0.8577,85.77,-603,0.1423,14.23,603
Alanna Smith,MIN,PRA,16,"16+",0.8143,81.43,-439,0.1857,18.57,439
Alanna Smith,MIN,PRA,17,"17+",0.7633,76.33,-322,0.2367,23.67,322
Alanna Smith,MIN,PRA,18,"18+",0.7071,70.71,-241,0.2929,29.29,241
Alanna Smith,MIN,PRA,19,"19+",0.6472,64.72,-183,0.3528,35.28,183
Alanna Smith,MIN,PRA,20,"20+",0.5828,58.28,-140,0.4172,41.72,140
Alanna Smith,MIN,PRA,21,"21+",0.5165,51.65,-107,0.4835,48.35,107
Alanna Smith,MIN,PRA,22,"22+",0.4534,45.34,121,0.5466,54.66,-121
Alanna Smith,MIN,PRA,23,"23+",0.3903,39.03,156,0.6097,60.97,-156
Alanna Smith,MIN,PRA,24,"24+",0.3300,33.00,203,0.6700,67.00,-203
Alanna Smith,MIN,PRA,25,"25+",0.2730,27.30,266,0.7270,72.70,-266
Alanna Smith,MIN,PRA,26,"26+",0.2245,22.45,345,0.7755,77.55,-345
Alanna Smith,MIN,PRA,27,"27+",0.1793,17.93,458,0.8207,82.07,-458
Alanna Smith,MIN,PRA,28,"28+",0.1423,14.23,603,0.8577,85.77,-603
Alanna Smith,MIN,PRA,29,"29+",0.1154,11.54,767,0.8846,88.46,-767
Alanna Smith,MIN,PRA,30,"30+",0.0899,8.99,1012,0.9101,91.01,-1012
Alanna Smith,MIN,PRA,31,"31+",0.0704,7.04,1320,0.9296,92.96,-1320
Alanna Smith,MIN,PRA,32,"32+",0.0567,5.67,1664,0.9433,94.33,-1664
Alanna Smith,MIN,PRA,33,"33+",0.0474,4.74,2010,0.9526,95.26,-2010
Alanna Smith,MIN,PRA,34,"34+",0.0406,4.06,2363,0.9594,95.94,-2363
Alanna Smith,MIN,PRA,35,"35+",0.0352,3.52,2741,0.9648,96.48,-2741
Alanna Smith,MIN,PRA,36,"36+",0.0295,2.95,3290,0.9705,97.05,-3290
Alanna Smith,MIN,PRA,37,"37+",0.0261,2.61,3731,0.9739,97.39,-3731
Alanna Smith,MIN,PRA,38,"38+",0.0231,2.31,4229,0.9769,97.69,-4229
Alanna Smith,MIN,PRA,39,"39+",0.0194,1.94,5055,0.9806,98.06,-5055
Alanna Smith,MIN,PRA,40,"40+",0.0163,1.63,6035,0.9837,98.37,-6035
Alanna Smith,MIN,PRA,41,"41+",0.0138,1.38,7146,0.9862,98.62,-7146
Alanna Smith,MIN,PRA,42,"42+",0.0104,1.04,9515,0.9896,98.96,-9515
Alanna Smith,MIN,PRA,43,"43+",0.0083,0.83,11948,0.9917,99.17,-11948
Alanna Smith,MIN,PRA,44,"44+",0.0072,0.72,13789,0.9928,99.28,-13789
Alanna Smith,MIN,PRA,45,"45+",0.0060,0.60,16567,0.9940,99.40,-16567
Alanna Smith,MIN,PRA,46,"46+",0.0049,0.49,20308,0.9951,99.51,-20308
Alanna Smith,MIN,PRA,47,"47+",0.0036,0.36,27678,0.9964,99.64,-27678
Alanna Smith,MIN,PRA,48,"48+",0.0032,0.32,31150,0.9968,99.68,-31150
Alanna Smith,MIN,PRA,49,"49+",0.0025,0.25,39900,0.9975,99.75,-39900
Alanna Smith,MIN,PRA,50,"50+",0.0021,0.21,47519,0.9979,99.79,-47519
Alanna Smith,MIN,PRA,51,"51+",0.0016,0.16,62400,0.9984,99.84,-62400
Alanna Smith,MIN,PRA,52,"52+",0.0013,0.13,76823,0.9987,99.87,-76823
Alanna Smith,MIN,PRA,53,"53+",0.0012,0.12,83233,0.9988,99.88,-83233
Alanna Smith,MIN,PRA,54,"54+",0.0011,0.11,90809,0.9989,99.89,-90809
Alanna Smith,MIN,PRA,55,"55+",0.0011,0.11,90809,0.9989,99.89,-90809
Alanna Smith,MIN,RA,1,"1+",0.9898,98.98,-9704,0.0102,1.02,9704
Alanna Smith,MIN,RA,2,"2+",0.9802,98.02,-4951,0.0198,1.98,4951
Alanna Smith,MIN,RA,3,"3+",0.9675,96.75,-2977,0.0325,3.25,2977
Alanna Smith,MIN,RA,4,"4+",0.9523,95.23,-1996,0.0477,4.77,1996
Alanna Smith,MIN,RA,5,"5+",0.9248,92.48,-1230,0.0752,7.52,1230
Alanna Smith,MIN,RA,6,"6+",0.8747,87.47,-698,0.1253,12.53,698
Alanna Smith,MIN,RA,7,"7+",0.7953,79.53,-389,0.2047,20.47,389
Alanna Smith,MIN,RA,8,"8+",0.6931,69.31,-226,0.3069,30.69,226
Alanna Smith,MIN,RA,9,"9+",0.5750,57.50,-135,0.4250,42.50,135
Alanna Smith,MIN,RA,10,"10+",0.4398,43.98,127,0.5602,56.02,-127
Alanna Smith,MIN,RA,11,"11+",0.3211,32.11,211,0.6789,67.89,-211
Alanna Smith,MIN,RA,12,"12+",0.2202,22.02,354,0.7798,77.98,-354
Alanna Smith,MIN,RA,13,"13+",0.1393,13.93,618,0.8607,86.07,-618
Alanna Smith,MIN,RA,14,"14+",0.0893,8.93,1020,0.9107,91.07,-1020
Alanna Smith,MIN,RA,15,"15+",0.0590,5.90,1595,0.9410,94.10,-1595
Alanna Smith,MIN,RA,16,"16+",0.0391,3.91,2458,0.9609,96.09,-2458
Alanna Smith,MIN,RA,17,"17+",0.0285,2.85,3409,0.9715,97.15,-3409
Alanna Smith,MIN,RA,18,"18+",0.0202,2.02,4850,0.9798,97.98,-4850
Alanna Smith,MIN,RA,19,"19+",0.0157,1.57,6269,0.9843,98.43,-6269
Alanna Smith,MIN,RA,20,"20+",0.0114,1.14,8672,0.9886,98.86,-8672
Alanna Smith,MIN,Rebounds,1,"1+",0.9504,95.04,-1916,0.0496,4.96,1916
Alanna Smith,MIN,Rebounds,2,"2+",0.9242,92.42,-1219,0.0758,7.58,1219
Alanna Smith,MIN,Rebounds,3,"3+",0.8482,84.82,-559,0.1518,15.18,559
Alanna Smith,MIN,Rebounds,4,"4+",0.7189,71.89,-256,0.2811,28.11,256
Alanna Smith,MIN,Rebounds,5,"5+",0.5819,58.19,-139,0.4181,41.81,139
Alanna Smith,MIN,Rebounds,6,"6+",0.4495,44.95,122,0.5505,55.05,-122
Alanna Smith,MIN,Rebounds,7,"7+",0.3117,31.17,221,0.6883,68.83,-221
Alanna Smith,MIN,Rebounds,8,"8+",0.1996,19.96,401,0.8004,80.04,-401
Alanna Smith,MIN,Rebounds,9,"9+",0.1209,12.09,727,0.8791,87.91,-727
Alanna Smith,MIN,Rebounds,10,"10+",0.0694,6.94,1341,0.9306,93.06,-1341
Alanna Smith,MIN,Rebounds,11,"11+",0.0452,4.52,2112,0.9548,95.48,-2112
Alanna Smith,MIN,Rebounds,12,"12+",0.0327,3.27,2958,0.9673,96.73,-2958
Alanna Smith,MIN,Rebounds,13,"13+",0.0223,2.23,4384,0.9777,97.77,-4384
Alanna Smith,MIN,Rebounds,14,"14+",0.0144,1.44,6844,0.9856,98.56,-6844
Alanna Smith,MIN,Rebounds,15,"15+",0.0090,0.90,11011,0.9910,99.10,-11011
Alanna Smith,MIN,Triple Double,1,Triple Double,0.0006,0.06,166567,0.9994,99.94,-166567
Aliyah Boston,IND,"3-Pointers",1,"1+",0.0018,0.18,55456,0.9982,99.82,-55456
Aliyah Boston,IND,Assists,1,"1+",0.8568,85.68,-598,0.1432,14.32,598
Aliyah Boston,IND,Assists,2,"2+",0.6509,65.09,-186,0.3491,34.91,186
Aliyah Boston,IND,Assists,3,"3+",0.4474,44.74,124,0.5526,55.26,-124
Aliyah Boston,IND,Assists,4,"4+",0.2382,23.82,320,0.7618,76.18,-320
